Database Name	OperettaCLS
Database Link	http://10.20.176.50/ODA/OdaService.asmx
Evaluation Signature	a6eb2022-6dd0-42b1-9614-13daf2a76c2d
Plate Name	20191212_CellCharacterisationX8_Hypoxia
Measurement	Measurement 1
Evaluation	Evaluation1
Population	Population - Valid Cells

[Data]
Row	Column	Timepoint	Field	Object No	X	Y	Bounding Box	Position X [µm]	Position Y [µm]	Compound	Concentration	Cell Type	Cell Count	Valid Cells - Nucleus Area [µm²]	Valid Cells - Nucleus Roundness	Valid Cells - Nucleus Ratio Width to Length	Valid Cells - Intensity Nuclei Mean	Valid Cells - Intensity Nuclei Sum	Valid Cells - Intensity Nuclei CV [%]	Valid Cells - Intensity Pax8 Mean	Valid Cells - Intensity Pax8 Sum	Valid Cells - Intensity Pax8 CV [%]	Valid Cells - Nuclei Selected	Valid Cells - Number of Micronuclei Candiates	Valid Cells - Number of Micronuclei- per Cell 	Valid Cells - Object No in Nuclei	Valid Cells - Valid with MN	Valid Cells - Nucleus Area [µm²]- Mean per Cell 	Valid Cells - Nucleus Roundness- Mean per Cell 	Valid Cells - Intensity Nuclei Mean- Mean per Cell 	Valid Cells - Intensity Nuclei Sum- Mean per Cell 	Valid Cells - Intensity Pax8 Mean- Mean per Cell 	Valid Cells - Intensity Pax8 Sum- Mean per Cell 	Valid Cells - Total Spot Area- Mean per Cell 	Valid Cells - Number of Centrosomes- per Cell - Mean per Cell 	Valid Cells - Valid cell with 2 or more Centrosomes	Valid Cells - Valid cells with MN and CA	
3	4	0	2	6	1308	449	[1089,185,1481,644]	-593.97	880.26	Hypoxia		CIOV3		275.412	0.9524	0.814338	2112.07	65013800	15.4804	244.17	7516040	16.4764	1	0	0	6	0	275.412	0.9524	2112.07	65013800	244.17	7516040	531	2	1	0	
3	4	0	2	7	774	797	[497,512,1057,1100]	-644.36	846.6	Hypoxia		CIOV3		584.528	0.936532	0.790786	3533.59	230853000	21.2265	241.676	15788900	13.6839	1	0	0	7	0	584.528	0.936532	3533.59	230853000	241.676	15788900	2223	8	1	0	
3	4	0	2	8	1717	812	[1475,571,1970,1057]	-555.45	847.62	Hypoxia		CIOV3		263.136	0.972432	0.832531	3389.71	99691500	14.2269	267.431	7865140	15.3801	1	0	0	8	0	263.136	0.972432	3389.71	99691500	267.431	7865140	326	1	0	0	
3	4	0	2	9	1235	815	[1029,604,1434,1077]	-601.63	844.8	Hypoxia		CIOV3		180.098	0.977382	0.837341	2958.81	59557900	20.0316	268.803	5410740	18.1613	1	0	0	9	0	180.098	0.977382	2958.81	59557900	268.803	5410740	307	1	0	0	
3	4	0	2	10	1953	1033	[1710,802,2158,1261]	-532.17	822.07	Hypoxia		CIOV3		257.875	0.91801	0.770818	2123.99	61217600	20.2897	234.656	6763260	16.1145	1	0	0	10	0	257.875	0.91801	2123.99	61217600	234.656	6763260	0	0	0	0	
3	4	0	2	11	149	1063	[1,807,314,1306]	-704.66	822.97	Hypoxia		CIOV3		330.41	0.823236	0.571394	2181.63	80565500	20.0138	227.987	8419320	14.9657	0	0	0	12	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	
3	4	0	2	12	601	1183	[392,970,864,1359]	-659.5	811.48	Hypoxia		CIOV3		307.971	0.945557	0.721657	2041.65	70275700	22.2759	270.877	9323860	14.9449	1	0	0	13	0	307.971	0.945557	2041.65	70275700	270.877	9323860	336	1	0	0	
3	4	0	2	13	1290	1348	[1109,1158,1489,1632]	-595.99	791.21	Hypoxia		CIOV3		228.341	0.958658	0.795789	2435.23	62149400	15.3032	224.676	5733950	15.6088	1	0	0	14	0	228.341	0.958658	2435.23	62149400	224.676	5733950	593	2	1	0	
3	4	0	2	14	1937	1459	[1671,1208,2158,1730]	-533.63	784	Hypoxia		CIOV3		295.301	0.84896	0.67218	1989.47	65662400	23.5232	218.985	7227600	16.1925	1	0	0	15	0	295.301	0.84896	1989.47	65662400	218.985	7227600	431	2	1	0	
3	4	0	2	15	1528	1623	[1251,1274,1798,1862]	-571.21	772.12	Hypoxia		CIOV3		455.187	0.939624	0.659296	2536.49	129044000	12.9773	220.316	11208600	13.5543	1	0	0	16	0	455.187	0.939624	2536.49	129044000	220.316	11208600	437	2	1	0	
3	4	0	2	16	197	1608	[1,1384,400,1848]	-700.15	769.66	Hypoxia		CIOV3		294.425	0.881134	0.531694	2563.71	84364000	19.5573	213.366	7021230	14.6877	1	1	1	17	1	294.425	0.881134	2563.71	84364000	213.366	7021230	540	2	1	1	
3	4	0	2	17	1145	1759	[937,1527,1381,1975]	-608.74	755.41	Hypoxia		CIOV3		227.75	0.930021	0.619866	2501.29	63670300	15.1164	225.601	5742670	16.6307	1	0	0	18	0	227.75	0.930021	2501.29	63670300	225.601	5742670	328	1	0	0	
3	4	0	2	18	536	1861	[296,1613,761,2079]	-667.33	747.26	Hypoxia		CIOV3		263.825	0.979619	0.867432	3041.74	89691900	13.7046	221.112	6519930	15.6146	1	0	0	19	0	263.825	0.979619	3041.74	89691900	221.112	6519930	0	0	0	0	
3	4	0	2	19	1929	1925	[1646,1679,2158,2158]	-533.88	738.17	Hypoxia		CIOV3		447.815	0.729749	0.507496	2050.88	102648000	25.1801	214.344	10728200	13.8122	1	0	0	20	0	447.815	0.729749	2050.88	102648000	214.344	10728200	800	3	1	0	
4	1	0	2	1	1472	87	[1379,1,1740,180]	-569.97	914.56	Hypoxia		CIOV4		188.741	0.931653	0.743854	1806.2	38101700	16.3462	204.653	4317160	9.43018	0	0	0	1	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	
4	1	0	2	2	1124	152	[959,1,1361,313]	-608.36	909.69	Hypoxia		CIOV4		279.769	0.953571	0.860367	1722.74	53868300	18.285	236.781	7403920	10.6967	1	0	0	2	0	279.769	0.953571	1722.74	53868300	236.781	7403920	347	1	0	0	
4	1	0	2	3	1872	234	[1636,69,2060,420]	-544.25	899.42	Hypoxia		CIOV4		335.922	0.796603	0.59792	2702	101447000	21.7364	211.728	7949320	10.5138	1	0	0	3	0	335.922	0.796603	2702	101447000	211.728	7949320	324	1	0	0	
4	1	0	2	4	129	129	[1,1,357,410]	-704.5	905.89	Hypoxia		CIOV4		175.642	0.95922	0.794262	2982.51	58549700	22.7607	214.011	4201260	11.9214	0	0	0	4	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	
4	1	0	2	5	1566	285	[1417,160,1681,523]	-569.83	892.69	Hypoxia		CIOV4		136.981	0.841972	0.650076	2704.04	41398800	18.806	220.554	3376690	10.5233	1	0	0	5	0	136.981	0.841972	2704.04	41398800	220.554	3376690	0	0	0	0	
4	1	0	2	6	1326	354	[1153,167,1485,536]	-590.31	888.52	Hypoxia		CIOV4		174.756	0.838865	0.670139	2485.93	48555200	19.8029	216.658	4231770	10.1332	1	1	0	6	0	174.756	0.838865	2485.93	48555200	216.658	4231770	324	1	0	0	
4	1	0	2	7	2025	426	[1885,120,2158,592]	-523.55	885.03	Hypoxia		CIOV4		167.124	0.939636	0.710865	2230.65	41666300	20.5561	199.707	3730340	8.58153	1	0	0	7	0	167.124	0.939636	2230.65	41666300	199.707	3730340	1778	6	1	0	
4	1	0	2	8	677	480	[430,312,870,645]	-655.45	877.3	Hypoxia		CIOV4		284.78	0.908281	0.74192	2635.15	83874100	19.3901	221.954	7064570	10.3759	1	0	0	8	0	284.78	0.908281	2635.15	83874100	221.954	7064570	0	0	0	0	
4	1	0	2	9	1824	479	[1700,386,2010,636]	-542.73	874.27	Hypoxia		CIOV4		138.985	0.859403	0.793625	2775.37	43112600	18.5157	203.189	3156330	9.23775	1	0	0	9	0	138.985	0.859403	2775.37	43112600	203.189	3156330	607	2	1	0	
4	1	0	2	10	1619	513	[1459,388,1724,706]	-563.35	872.56	Hypoxia		CIOV4		165.478	0.881109	0.772088	2282.14	42208100	15.7909	212.642	3932820	9.17754	1	0	0	10	0	165.478	0.881109	2282.14	42208100	212.642	3932820	0	0	0	0	
4	1	0	2	11	1073	577	[812,394,1293,801]	-616.33	868.08	Hypoxia		CIOV4		271.735	0.924275	0.854104	2768.3	84076000	16.6263	210.531	6394030	9.22687	1	0	0	11	0	271.735	0.924275	2768.3	84076000	210.531	6394030	243	1	0	0	
4	1	0	2	12	1779	639	[1656,503,1945,811]	-549.96	860.28	Hypoxia		CIOV4		123.292	0.924742	0.686146	2729.01	37605800	14.255	199.925	2754970	8.7621	1	0	0	12	0	123.292	0.924742	2729.01	37605800	199.925	2754970	912	3	1	0	
4	1	0	2	13	1560	725	[1358,512,1675,860]	-572.37	856.76	Hypoxia		CIOV4		162.203	0.85545	0.601038	2356	42711900	16.3384	212.27	3848240	10.0289	1	0	0	13	0	162.203	0.85545	2356	42711900	212.27	3848240	488	2	1	0	
4	1	0	2	14	464	642	[348,518,816,812]	-663.53	858.03	Hypoxia		CIOV4		197.33	0.906164	0.543402	2447.83	53987000	19.1252	204.694	4514530	10.0528	1	0	0	14	0	197.33	0.906164	2447.83	53987000	204.694	4514530	617	2	1	0	
4	1	0	2	15	1331	685	[1210,524,1463,919]	-589.9	855.27	Hypoxia		CIOV4		180.921	0.937144	0.832434	2273.91	45980700	15.4555	206.013	4165790	9.23667	1	0	0	15	0	180.921	0.937144	2273.91	45980700	206.013	4165790	609	2	1	0	
4	1	0	2	16	851	753	[722,597,1079,922]	-633.56	849.35	Hypoxia		CIOV4		198.368	0.903017	0.684997	2226.85	49371600	17.7882	199.45	4422000	9.51832	1	0	0	16	0	198.368	0.903017	2226.85	49371600	199.45	4422000	603	2	1	0	
4	1	0	2	17	170	771	[1,594,354,961]	-700.42	850	Hypoxia		CIOV4		329.721	0.970157	0.77712	2452.73	90388000	18.5831	208.601	7687350	9.17767	1	0	0	17	0	329.721	0.970157	2452.73	90388000	208.601	7687350	334	1	0	0	
4	1	0	2	18	1870	773	[1693,629,2036,998]	-539.52	847.47	Hypoxia		CIOV4		152.692	0.880353	0.794102	2452.06	41846900	18.4547	208.449	3557400	8.91927	1	0	0	19	0	152.692	0.880353	2452.06	41846900	208.449	3557400	0	0	0	0	
4	1	0	2	19	2069	854	[1977,760,2158,974]	-521.19	840.13	Hypoxia		CIOV4		88.6039	0.673034	0.450272	3608.1	35731100	26.1541	210.204	2081650	9.46322	1	1	0	20	0	88.6039	0.673034	3608.1	35731100	210.204	2081650	678	2	1	0	
4	1	0	2	20	1206	878	[1063,706,1375,1046]	-603.55	838.51	Hypoxia		CIOV4		136.4	0.927267	0.832598	2954.89	45047400	19.7656	207.083	3156980	9.65925	1	0	0	21	0	136.4	0.927267	2954.89	45047400	207.083	3156980	906	3	1	0	
4	1	0	2	21	385	897	[270,635,505,1042]	-679.14	840.7	Hypoxia		CIOV4		172.126	0.921954	0.751449	3507.23	67472000	22.9503	207.497	3991820	9.8262	1	0	0	22	0	172.126	0.921954	3507.23	67472000	207.497	3991820	0	0	0	0	
4	1	0	2	22	603	908	[474,761,757,1021]	-660.05	837.93	Hypoxia		CIOV4		173.897	0.914451	0.681	3452.23	67097600	19.2559	209.904	4079690	9.62893	1	0	0	23	0	173.897	0.914451	3452.23	67097600	209.904	4079690	0	0	0	0	
4	1	0	2	23	1846	1019	[1650,801,2044,1194]	-543.99	826.3	Hypoxia		CIOV4		245.099	0.974877	0.836621	2763.81	75711900	22.0999	206.81	5665340	9.83718	1	0	0	24	0	245.099	0.974877	2763.81	75711900	206.81	5665340	621	3	1	0	
4	1	0	2	24	957	992	[778,850,1099,1154]	-626.79	828.49	Hypoxia		CIOV4		167.581	0.971336	0.839234	2562.82	48001600	20.8871	207.048	3878020	9.22681	1	0	0	25	0	167.581	0.971336	2562.82	48001600	207.048	3878020	276	1	0	0	
4	1	0	2	25	1553	974	[1356,820,1688,1133]	-570.69	830.34	Hypoxia		CIOV4		177.002	0.915138	0.648842	2268.75	44882600	17.4956	204.185	4039390	8.92104	1	2	2	26	1	177.002	0.915138	2268.75	44882600	204.185	4039390	0	0	0	0	
4	1	0	2	26	81	1027	[1,857,164,1304]	-710.34	820.64	Hypoxia		CIOV4		200.3	0.650494	0.527765	3160.19	70747100	21.0049	208.462	4666850	9.84317	0	0	0	27	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	
4	1	0	2	27	731	1121	[578,869,894,1307]	-649.08	817.45	Hypoxia		CIOV4		226.247	0.961768	0.870852	2764.57	69907800	17.9715	207.874	5256510	9.58982	1	2	2	28	1	226.247	0.961768	2764.57	69907800	207.874	5256510	1173	4	1	1	
4	1	0	2	28	514	1074	[421,997,613,1187]	-668.09	820.39	Hypoxia		CIOV4		73.4295	0.854313	0.801602	3153.37	25879700	37.1534	195.906	1607800	8.30316	1	0	0	29	0	73.4295	0.854313	3153.37	25879700	195.906	1607800	0	0	0	0	
4	1	0	2	29	283	1050	[135,907,438,1199]	-691.43	822.32	Hypoxia		CIOV4		83.5755	0.643575	0.509938	8003.24	74758300	19.1777	205.41	1918740	12.3939	1	0	0	30	0	83.5755	0.643575	8003.24	74758300	205.41	1918740	642	2	1	0	
4	1	0	2	30	1196	1150	[1044,959,1372,1290]	-602.84	815.52	Hypoxia		CIOV4		212.343	0.954372	0.831686	2237.74	53108400	16.7665	207.183	4917080	9.98208	1	4	3	31	1	212.343	0.954372	2237.74	53108400	207.183	4917080	346	1	0	0	
4	1	0	2	31	2079	1113	[1995,988,2158,1320]	-519.11	813.44	Hypoxia		CIOV4		87.1723	0.769913	0.426133	1938.1	18882900	16.4077	198.745	1936370	9.50128	0	0	0	32	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	
4	1	0	2	32	1445	1147	[1294,993,1633,1283]	-581.33	813.33	Hypoxia		CIOV4		178.756	0.941692	0.699399	2465.16	49251400	16.084	196.713	3930120	8.88119	1	0	0	33	0	178.756	0.941692	2465.16	49251400	196.713	3930120	827	3	1	0	
4	1	0	2	33	272	1311	[116,1117,456,1443]	-690.17	800.3	Hypoxia		CIOV4		196.918	0.91294	0.618336	4390.57	96632200	19.0104	198.163	4361360	8.90101	1	0	0	34	0	196.918	0.91294	4390.57	96632200	198.163	4361360	612	2	1	0	
4	1	0	2	34	74	1379	[1,1246,155,1487]	-710.97	793.6	Hypoxia		CIOV4		55.9735	0.790053	0.441016	4186.91	26193300	23.63	207.934	1300840	9.46599	0	0	0	35	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	
4	1	0	2	35	525	1275	[372,1133,638,1458]	-669.91	800.73	Hypoxia		CIOV4		139.817	0.957861	0.786852	3188.88	49832700	15.5974	206.116	3220980	9.19957	1	0	0	36	0	139.817	0.957861	3188.88	49832700	206.116	3220980	299	1	0	0	
4	1	0	2	36	924	1274	[766,1108,1086,1486]	-628.6	800.75	Hypoxia		CIOV4		164.798	0.932284	0.726241	2566.24	47267600	17.2397	205.306	3781540	9.60532	1	0	0	37	0	164.798	0.932284	2566.24	47267600	205.306	3781540	0	0	0	0	
4	1	0	2	37	1442	1323	[1335,1151,1623,1428]	-578.24	798.81	Hypoxia		CIOV4		85.4276	0.763172	0.577382	3477.9	33207000	21.8952	200.26	1912080	8.78022	1	0	0	38	0	85.4276	0.763172	3477.9	33207000	200.26	1912080	293	1	0	0	
4	1	0	2	38	1728	1282	[1604,1126,1883,1554]	-552.4	795.05	Hypoxia		CIOV4		221.219	0.863506	0.775515	2109.11	52147800	16.8933	188.702	4665650	8.3451	1	2	1	39	1	221.219	0.863506	2109.11	52147800	188.702	4665650	325	1	0	0	
4	1	0	2	39	1304	1345	[1209,1246,1391,1528]	-594.2	792.26	Hypoxia		CIOV4		112.725	0.941674	0.744629	3418.72	43072500	15.5593	207.699	2616810	8.73296	1	0	0	41	0	112.725	0.941674	3418.72	43072500	207.699	2616810	0	0	0	0	
4	1	0	2	40	2003	1392	[1837,1127,2158,1606]	-527.86	789.75	Hypoxia		CIOV4		163.402	0.950683	0.844835	3326.3	60748300	16.5497	219.046	4000430	9.15022	1	0	0	42	0	163.402	0.950683	3326.3	60748300	219.046	4000430	555	2	1	0	
4	1	0	2	41	1138	1420	[982,1132,1260,1564]	-611.44	789.35	Hypoxia		CIOV4		144.998	0.9496	0.804875	2856.83	46297800	16.7613	206.879	3352680	8.41971	1	0	0	43	0	144.998	0.9496	2856.83	46297800	206.879	3352680	996	3	1	0	
4	1	0	2	42	1561	1427	[1456,1357,1675,1546]	-568.43	785.38	Hypoxia		CIOV4		58.7471	0.818364	0.593298	3084.36	20251900	22.4312	200.9	1319110	8.95079	1	0	0	44	0	58.7471	0.818364	3084.36	20251900	200.9	1319110	0	0	0	0	
4	1	0	2	43	797	1450	[645,1270,1004,1621]	-640.67	784.3	Hypoxia		CIOV4		235.633	0.953704	0.769093	2600.74	68493000	21.8448	199.382	5250920	8.75965	1	1	1	45	1	235.633	0.953704	2600.74	68493000	199.382	5250920	164	1	0	0	
4	1	0	2	44	571	1454	[386,1294,681,1566]	-664.85	785	Hypoxia		CIOV4		106.337	0.962094	0.802114	4073.84	48417500	21.4169	210.41	2500730	8.76747	1	0	0	46	0	106.337	0.962094	4073.84	48417500	210.41	2500730	318	1	0	0	
4	1	0	2	45	1456	1522	[1319,1416,1630,1638]	-579.59	777.26	Hypoxia		CIOV4		145.436	0.951207	0.73735	2740.02	44539000	17.7025	195.073	3170920	7.74723	1	0	0	47	0	145.436	0.951207	2740.02	44539000	195.073	3170920	0	0	0	0	
4	1	0	2	46	1252	1589	[998,1487,1374,1700]	-604.14	771.17	Hypoxia		CIOV4		183.873	0.967912	0.835545	2427.58	49889100	23.2123	188.938	3882870	7.68291	1	0	0	48	0	183.873	0.967912	2427.58	49889100	188.938	3882870	619	2	1	0	
4	1	0	2	47	275	1587	[116,1420,431,1740]	-691.66	773.39	Hypoxia		CIOV4		197.554	0.938891	0.63759	3069.69	67778800	16.3216	204.877	4523690	8.58989	1	0	0	49	0	197.554	0.938891	3069.69	67778800	204.877	4523690	0	0	0	0	
4	1	0	2	48	720	1620	[615,1513,860,1799]	-650	767.66	Hypoxia		CIOV4		122.532	0.929248	0.846422	3505.73	48010900	19.6472	202.183	2768900	7.88349	1	1	1	50	1	122.532	0.929248	3505.73	48010900	202.183	2768900	0	0	0	0	
4	1	0	2	49	527	1712	[371,1523,676,1912]	-667.07	760.46	Hypoxia		CIOV4		226.551	0.958458	0.868517	3856.01	97638100	19.092	193.182	4891560	8.41	1	0	0	51	0	226.551	0.958458	3856.01	97638100	193.182	4891560	0	0	0	0	
4	1	0	2	50	1865	1655	[1676,1508,2051,1857]	-541.74	763.51	Hypoxia		CIOV4		132.508	0.947198	0.777234	2900.44	42955500	20.3958	202.909	3005080	10.0391	1	0	0	52	0	132.508	0.947198	2900.44	42955500	202.909	3005080	562	2	1	0	
4	1	0	2	51	1642	1694	[1478,1540,1797,1948]	-561.98	759.17	Hypoxia		CIOV4		134.87	0.961847	0.762438	2934.84	44239800	20.9577	203.094	3061440	10.2411	1	0	0	53	0	134.87	0.961847	2934.84	44239800	203.094	3061440	0	0	0	0	
4	1	0	2	52	1465	1795	[1324,1618,1584,1956]	-580.1	754.51	Hypoxia		CIOV4		255.934	0.933565	0.856626	1801.48	51531400	16.3748	196.856	5631070	8.09244	1	0	0	54	0	255.934	0.933565	1801.48	51531400	196.856	5631070	0	0	0	0	
4	1	0	2	53	874	1699	[637,1588,1008,1855]	-635.64	760.33	Hypoxia		CIOV4		119.588	0.924365	0.63582	3405.12	45512800	16.4046	196.574	2627400	7.63301	1	0	0	55	0	119.588	0.924365	3405.12	45512800	196.574	2627400	0	0	0	0	
4	1	0	2	54	2047	1807	[1926,1566,2158,1932]	-521.77	754.8	Hypoxia		CIOV4		180.572	0.919147	0.685962	1998.34	40330600	16.8547	205.921	4155900	9.82507	1	0	0	56	0	180.572	0.919147	1998.34	40330600	205.921	4155900	0	0	0	0	
4	1	0	2	55	68	1608	[1,1435,149,1686]	-710.7	773.66	Hypoxia		CIOV4		78.5472	0.858602	0.666161	3361.3	29508800	18.0431	205.306	1802380	7.83232	0	0	0	57	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	
4	1	0	2	56	76	1751	[1,1673,172,1841]	-710.6	757	Hypoxia		CIOV4		92.9701	0.870299	0.710274	2847.35	29586800	18.4131	198.336	2060910	7.97662	0	0	0	58	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	
4	1	0	2	57	1270	1755	[1115,1666,1414,1948]	-595.21	751.77	Hypoxia		CIOV4		89.6059	0.887359	0.6067	4485.2	44919200	40.9095	186.941	1872210	6.96804	1	0	0	59	0	89.6059	0.887359	4485.2	44919200	186.941	1872210	277	1	0	0	
4	1	0	2	58	1177	1828	[1002,1595,1340,1970]	-608.37	751.5	Hypoxia		CIOV4		133.062	0.872739	0.810757	2971.06	44185600	19.2576	196.728	2925740	7.72225	1	0	0	60	0	133.062	0.872739	2971.06	44185600	196.728	2925740	1073	4	1	0	
4	1	0	2	59	334	1835	[163,1708,524,1983]	-685.36	748.3	Hypoxia		CIOV4		155.332	0.91282	0.728333	3032.27	52643200	14.9677	199.265	3459430	7.58955	1	0	0	61	0	155.332	0.91282	3032.27	52643200	199.265	3459430	1291	4	1	0	
4	1	0	2	60	1022	1848	[929,1654,1105,1960]	-621.02	748.98	Hypoxia		CIOV4		133.796	0.934517	0.789182	2997.7	44827600	17.2841	198.029	2961320	8.26773	1	0	0	62	0	133.796	0.934517	2997.7	44827600	198.029	2961320	0	0	0	0	
4	1	0	2	61	183	1923	[62,1741,333,2042]	-700.12	741.75	Hypoxia		CIOV4		160.351	0.959532	0.674374	3087.32	55330900	17.6515	198.077	3549940	7.62998	1	0	0	64	0	160.351	0.959532	3087.32	55330900	198.077	3549940	697	3	1	0	
4	1	0	2	62	1660	1994	[1448,1830,1913,2158]	-557.36	733.32	Hypoxia		CIOV4		304.812	0.923702	0.655458	2474.11	84288000	19.8041	212.975	7255650	9.85216	1	0	0	66	0	304.812	0.923702	2474.11	84288000	212.975	7255650	970	3	1	0	
4	1	0	2	63	885	1965	[645,1855,988,2065]	-638.63	734.92	Hypoxia		CIOV4		101.246	0.532771	0.522026	6186.98	70011800	26.7818	187.491	2121650	6.80894	1	0	0	67	0	101.246	0.532771	6186.98	70011800	187.491	2121650	1007	3	1	0	
4	1	0	2	64	1210	2040	[974,1914,1338,2158]	-606.58	731.22	Hypoxia		CIOV4		164.995	0.958205	0.715007	3913.72	72172900	17.7279	202.006	3725200	8.07751	1	1	1	68	1	164.995	0.958205	3913.72	72172900	202.006	3725200	260	1	0	0	
4	1	0	2	65	516	2021	[316,1882,687,2158]	-669.7	728.91	Hypoxia		CIOV4		248.526	0.841237	0.608756	4178.87	116076000	24.4097	195.938	5442560	7.7813	0	0	0	69	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	
4	1	0	2	66	248	2079	[71,1995,331,2158]	-697.04	724.83	Hypoxia		CIOV4		127.667	0.907762	0.844854	2926.58	41759400	16.2598	188.216	2685660	7.25879	0	1	0	71	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	
4	1	0	2	67	1025	2094	[956,2018,1197,2158]	-617.88	723	Hypoxia		CIOV4		96.6026	0.717106	0.463316	3223.84	34807800	14.7887	186.836	2017270	7.3148	0	0	0	72	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	
4	1	0	5	1	1668	139	[1318,1,1890,278]	1076.79	-1548.92	Hypoxia		CIOV4		377.034	0.893635	0.645883	1963.46	82740200	20.3952	210.286	8861450	11.0749	0	0	0	1	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	
4	1	0	5	2	1992	226	[1802,49,2158,402]	1112.06	-1559.73	Hypoxia		CIOV4		227.133	0.915518	0.681602	2442.61	62008100	19.8761	233.707	5932890	11.2749	1	0	0	2	0	227.133	0.915518	2442.61	62008100	233.707	5932890	340	1	0	0	
4	1	0	5	3	1342	348	[1098,109,1575,660]	1051.96	-1572.91	Hypoxia		CIOV4		552.076	0.880047	0.798548	1662.98	102613000	21.2879	215.139	13275000	11.1746	1	0	0	3	0	552.076	0.880047	1662.98	102613000	215.139	13275000	346	1	0	0	
4	1	0	5	4	1748	374	[1539,199,1911,563]	1084.53	-1574.58	Hypoxia		CIOV4		281.263	0.937044	0.704956	2811.9	88394900	26.1858	207.832	6533420	11.6191	1	0	0	4	0	281.263	0.937044	2811.9	88394900	207.832	6533420	657	2	1	0	
4	1	0	5	5	2084	462	[1997,370,2158,765]	1121.21	-1590.28	Hypoxia		CIOV4		117.154	0.785475	0.549074	1956.24	25615100	15.7703	222.344	2911380	11.9053	0	0	0	5	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	
4	1	0	5	6	1905	509	[1755,377,2060,709]	1105.74	-1588.7	Hypoxia		CIOV4		186.781	0.960633	0.89319	2421.3	50547100	22.8443	213.347	4453840	11.7676	1	0	0	6	0	186.781	0.960633	2421.3	50547100	213.347	4453840	970	3	1	0	
4	1	0	5	7	866	544	[725,387,1016,705]	1005.34	-1589.66	Hypoxia		CIOV4		155.717	0.929935	0.667981	3435.72	59795300	19.912	226.166	3936190	10.751	1	0	0	7	0	155.717	0.929935	3435.72	59795300	226.166	3936190	347	1	0	0	
4	1	0	5	8	1174	682	[925,412,1437,970]	1034.45	-1603.07	Hypoxia		CIOV4		536.383	0.856261	0.802914	3076.52	184437000	33.1533	239.718	14371100	12.631	1	0	0	8	0	536.383	0.856261	3076.52	184437000	239.718	14371100	1011	4	1	0	
4	1	0	5	9	1746	695	[1475,520,2025,876]	1087.13	-1604.18	Hypoxia		CIOV4		281.773	0.941464	0.778216	2733.48	86085600	25.1694	212.165	6681720	11.3584	1	0	0	9	0	281.773	0.941464	2733.48	86085600	212.165	6681720	790	3	1	0	
4	1	0	5	10	882	864	[713,682,1131,1037]	1007.77	-1619.73	Hypoxia		CIOV4		196.596	0.983918	0.827669	3247.23	71351400	14.8138	224.397	4930670	10.0426	1	0	0	11	0	196.596	0.983918	3247.23	71351400	224.397	4930670	1225	4	1	0	
4	1	0	5	11	1834	1047	[1559,825,2017,1312]	1094.46	-1637.33	Hypoxia		CIOV4		256.918	0.937377	0.648145	2598	74601700	17.815	218.387	6270970	12.6837	1	0	0	12	0	256.918	0.937377	2598	74601700	218.387	6270970	598	2	1	0	
4	1	0	5	12	1240	1167	[946,924,1464,1418]	1039.9	-1647.29	Hypoxia		CIOV4		394.168	0.924622	0.719668	2545.33	112134000	20.2441	231.808	10212300	12.4405	1	0	0	13	0	394.168	0.924622	2545.33	112134000	231.808	10212300	649	2	1	0	
4	1	0	5	13	545	1141	[360,951,865,1360]	978.77	-1644.32	Hypoxia		CIOV4		315.137	0.821619	0.733837	3520.42	123996000	31.0531	214.238	7545880	11.9174	1	0	0	14	0	315.137	0.821619	3520.42	123996000	214.238	7545880	348	1	0	0	
4	1	0	5	14	1602	1170	[1382,955,1819,1406]	1073.33	-1650.46	Hypoxia		CIOV4		241.788	0.959674	0.776532	2073.38	56031000	17.1931	219.645	5935690	12.8774	1	0	0	15	0	241.788	0.959674	2073.38	56031000	219.645	5935690	0	0	0	0	
4	1	0	5	15	251	1171	[93,1006,448,1354]	948.92	-1649.8	Hypoxia		CIOV4		278.964	0.874288	0.670808	2909.98	90730200	30.0481	230.76	7194870	12.8968	1	1	1	16	1	278.964	0.874288	2909.98	90730200	230.76	7194870	458	2	1	1	
4	1	0	5	16	763	1238	[667,1066,914,1536]	996.46	-1657.18	Hypoxia		CIOV4		142.851	0.86015	0.560502	3132.23	50009200	37.2167	212.52	3393090	12.4785	1	0	0	17	0	142.851	0.86015	3132.23	50009200	212.52	3393090	0	0	0	0	
