Database Name	OperettaCLS
Database Link	http://10.20.176.50/ODA/OdaService.asmx
Evaluation Signature	a6eb2022-6dd0-42b1-9614-13daf2a76c2d
Plate Name	20191212_CellCharacterisationX8_Hypoxia
Measurement	Measurement 1
Evaluation	Evaluation1
Population	Population - Valid Cells

[Data]
Row	Column	Timepoint	Field	Object No	X	Y	Bounding Box	Position X [µm]	Position Y [µm]	Compound	Concentration	Cell Type	Cell Count	Valid Cells - Nucleus Area [µm²]	Valid Cells - Nucleus Roundness	Valid Cells - Nucleus Ratio Width to Length	Valid Cells - Intensity Nuclei Mean	Valid Cells - Intensity Nuclei Sum	Valid Cells - Intensity Nuclei CV [%]	Valid Cells - Intensity Pax8 Mean	Valid Cells - Intensity Pax8 Sum	Valid Cells - Intensity Pax8 CV [%]	Valid Cells - Nuclei Selected	Valid Cells - Number of Micronuclei Candiates	Valid Cells - Number of Micronuclei- per Cell 	Valid Cells - Object No in Nuclei	Valid Cells - Valid with MN	Valid Cells - Nucleus Area [µm²]- Mean per Cell 	Valid Cells - Nucleus Roundness- Mean per Cell 	Valid Cells - Intensity Nuclei Mean- Mean per Cell 	Valid Cells - Intensity Nuclei Sum- Mean per Cell 	Valid Cells - Intensity Pax8 Mean- Mean per Cell 	Valid Cells - Intensity Pax8 Sum- Mean per Cell 	Valid Cells - Total Spot Area- Mean per Cell 	Valid Cells - Number of Centrosomes- per Cell - Mean per Cell 	Valid Cells - Valid cell with 2 or more Centrosomes	Valid Cells - Valid cells with MN and CA	
5	4	0	4	28	1101	915	[971,699,1192,1074]	-1025.55	-801.13	Hypoxia		CIOV5		116.734	0.924887	0.524545	4200.59	54805000	16.9892	222.271	2899970	11.9254	1	0	0	30	0	116.734	0.924887	4200.59	54805000	222.271	2899970	630	2	1	0	
5	4	0	4	29	1992	1155	[1811,756,2158,1328]	-936.93	-817.61	Hypoxia		CIOV5		162.91	0.865397	0.452562	2917.82	53127600	18.8878	213.727	3891540	12.4935	1	0	0	31	0	162.91	0.865397	2917.82	53127600	213.727	3891540	333	1	0	0	
5	4	0	4	30	1398	941	[1188,860,1499,1023]	-997.57	-806.98	Hypoxia		CIOV5		155.18	0.937396	0.60099	3184.04	55223900	16.143	236.506	4101960	11.8341	1	0	0	33	0	155.18	0.937396	3184.04	55223900	236.506	4101960	338	1	0	0	
5	4	0	4	31	647	995	[428,867,775,1282]	-1067.51	-815.4	Hypoxia		CIOV5		144.774	0.82252	0.570411	4315.1	69822700	25.5584	211.337	3419640	10.4988	1	1	1	34	1	144.774	0.82252	4315.1	69822700	211.337	3419640	0	0	0	0	
5	4	0	4	32	1656	979	[1510,849,1809,1123]	-970.51	-812.34	Hypoxia		CIOV5		164.565	0.938316	0.707643	3141.25	57777000	15.0254	217.185	3994690	11.8673	1	0	0	35	0	164.565	0.938316	3141.25	57777000	217.185	3994690	327	1	0	0	
5	4	0	4	33	1241	1037	[1136,912,1365,1286]	-1011.44	-819.59	Hypoxia		CIOV5		158.052	0.837262	0.568013	3526.45	62294700	26.0731	240.223	4243530	13.1578	1	1	1	36	1	158.052	0.837262	3526.45	62294700	240.223	4243530	0	0	0	0	
5	4	0	4	34	802	1011	[706,755,917,1174]	-1052.4	-813.76	Hypoxia		CIOV5		150.733	0.884523	0.503445	3355.76	56534500	15.6347	226.275	3812050	11.2207	1	0	0	37	0	150.733	0.884523	3355.76	56534500	226.275	3812050	0	0	0	0	
5	4	0	4	35	924	1062	[819,977,1076,1181]	-1039	-819.01	Hypoxia		CIOV5		94.1511	0.945094	0.717204	5023.16	52858700	17.3621	207.569	2184250	10.997	1	1	1	39	1	94.1511	0.945094	5023.16	52858700	207.569	2184250	698	2	1	1	
5	4	0	4	36	1442	1111	[1226,968,1618,1273]	-993.96	-824.06	Hypoxia		CIOV5		131.989	0.9299	0.566195	3699.59	54576400	14.3483	225.502	3326610	12.4816	1	0	0	41	0	131.989	0.9299	3699.59	54576400	225.502	3326610	737	3	1	0	
5	4	0	4	37	187	1256	[1,1123,359,1370]	-1109.97	-835.04	Hypoxia		CIOV5		132.024	0.840927	0.449264	4340.99	64055600	28.7846	214.436	3164220	11.3787	1	0	0	43	0	132.024	0.840927	4340.99	64055600	214.436	3164220	0	0	0	0	
5	4	0	4	38	1605	1228	[1457,1068,1758,1443]	-975.83	-836.07	Hypoxia		CIOV5		139.63	0.972715	0.700985	3667.33	57232300	18.4261	215.535	3363630	12.891	1	0	0	44	0	139.63	0.972715	3667.33	57232300	215.535	3363630	437	2	1	0	
5	4	0	4	39	462	1274	[316,1052,645,1508]	-1081.68	-839.92	Hypoxia		CIOV5		142.036	0.926578	0.64847	4079.11	64755800	20.3852	213.776	3393690	10.5866	1	1	1	45	1	142.036	0.926578	4079.11	64755800	213.776	3393690	791	3	1	1	
5	4	0	4	40	1330	1323	[1208,1208,1516,1448]	-999.35	-843.44	Hypoxia		CIOV5		143.665	0.918286	0.548287	3479.46	55869700	14.6339	218.836	3513840	12.3559	1	0	0	46	0	143.665	0.918286	3479.46	55869700	218.836	3513840	334	1	0	0	
5	4	0	4	41	1037	1399	[801,1226,1240,1586]	-1028.88	-848.9	Hypoxia		CIOV5		271.565	0.709449	0.428905	3650.05	110786000	26.825	232.41	7054110	12.3565	1	1	1	47	1	271.565	0.709449	3650.05	110786000	232.41	7054110	830	3	1	1	
5	4	0	4	42	773	1292	[631,1177,868,1399]	-1056.34	-841.38	Hypoxia		CIOV5		86.6265	0.898815	0.538242	3354.73	32480500	16.114	219.36	2123840	12.5608	1	0	0	48	0	86.6265	0.898815	3354.73	32480500	219.36	2123840	349	1	0	0	
5	4	0	4	43	1761	1422	[1608,1265,1924,1619]	-961.51	-854.07	Hypoxia		CIOV5		259.11	0.956586	0.697137	2178.96	63102600	18.5293	236.982	6863000	12.4286	1	0	0	49	0	259.11	0.956586	2178.96	63102600	236.982	6863000	512	2	1	0	
5	4	0	4	44	321	1465	[121,1319,550,1616]	-1094.1	-857.01	Hypoxia		CIOV5		206.626	0.787304	0.435718	2869.38	66265500	25.9176	264.526	6108970	14.8776	1	2	2	50	1	206.626	0.787304	2869.38	66265500	264.526	6108970	729	3	1	1	
5	4	0	4	45	1483	1532	[1234,1395,1662,1692]	-987.45	-862.47	Hypoxia		CIOV5		226.471	0.915868	0.636384	2612.97	66139600	17.8238	251.272	6360190	13.7693	1	0	0	51	0	226.471	0.915868	2612.97	66139600	251.272	6360190	332	1	0	0	
5	4	0	4	46	708	1532	[548,1376,1040,1730]	-1054.98	-864.46	Hypoxia		CIOV5		247.04	0.827919	0.517541	4103.67	113306000	18.6543	248.436	6859560	11.9982	1	1	0	52	0	247.04	0.827919	4103.67	113306000	248.436	6859560	284	1	0	0	
5	4	0	4	47	1282	1562	[1177,1448,1427,1721]	-1004.63	-867.36	Hypoxia		CIOV5		74.0021	0.923254	0.801178	3412.86	28227700	16.8759	229.878	1901320	12.8554	1	0	0	53	0	74.0021	0.923254	3412.86	28227700	229.878	1901320	0	0	0	0	
5	4	0	4	48	2104	1674	[2049,1442,2158,1795]	-927.67	-873.09	Hypoxia		CIOV5		91.9859	0.771965	0.4371	2214.85	22770900	14.4298	212.294	2182600	12.863	0	0	0	54	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	
5	4	0	4	49	1144	1662	[1011,1533,1403,1818]	-1016.26	-876.44	Hypoxia		CIOV5		183.059	0.740074	0.491676	2859.89	58513400	19.473	218.928	4479260	12.2739	1	0	0	55	0	183.059	0.740074	2859.89	58513400	218.928	4479260	0	0	0	0	
5	4	0	4	50	1031	1800	[943,1619,1111,1987]	-1031.32	-888.36	Hypoxia		CIOV5		74.6463	0.941258	0.619995	3624.67	30240600	19.3473	211.035	1760670	12.7885	1	1	1	56	1	74.6463	0.941258	3624.67	30240600	211.035	1760670	344	1	0	0	
5	4	0	4	51	1905	1641	[1701,1485,2079,1873]	-945.88	-875.17	Hypoxia		CIOV5		167.473	0.907871	0.571451	2989.9	55964900	13.8039	227.693	4261960	12.6947	1	0	0	57	0	167.473	0.907871	2989.9	55964900	227.693	4261960	292	1	0	0	
5	4	0	4	52	347	1762	[153,1581,526,1944]	-1093.91	-883.63	Hypoxia		CIOV5		218.803	0.941983	0.601376	3130.41	76554100	14.1432	267.448	6540440	13.8871	1	0	0	58	0	218.803	0.941983	3130.41	76554100	267.448	6540440	301	1	0	0	
5	4	0	4	53	761	1798	[607,1654,991,2018]	-1051.33	-888.88	Hypoxia		CIOV5		334.025	0.948886	0.703334	3317.41	123849000	19.648	230.66	8611240	12.5882	1	0	0	59	0	334.025	0.948886	3317.41	123849000	230.66	8611240	328	1	0	0	
5	4	0	4	54	1702	1820	[1527,1605,1889,2000]	-967.41	-888.98	Hypoxia		CIOV5		241.064	0.927845	0.666667	2233.04	60164700	18.4067	239.323	6448090	12.6733	1	0	0	60	0	241.064	0.927845	2233.04	60164700	239.323	6448090	0	0	0	0	
5	4	0	4	55	1297	1859	[1112,1739,1410,2031]	-1005.04	-894.29	Hypoxia		CIOV5		126.719	0.827704	0.635092	4126.32	58441000	18.4296	212.556	3010430	12.0041	1	0	0	61	0	126.719	0.827704	4126.32	58441000	212.556	3010430	348	1	0	0	
5	4	0	4	56	126	1869	[1,1494,295,2023]	-1117.31	-888.16	Hypoxia		CIOV5		235.355	0.904707	0.686681	3040.58	79982500	19.3375	237.524	6248060	14.4134	1	0	0	62	0	235.355	0.904707	3040.58	79982500	237.524	6248060	346	1	0	0	
5	4	0	4	57	1119	1988	[928,1819,1306,2158]	-1020.63	-908.94	Hypoxia		CIOV5		155.645	0.929695	0.841406	3282.43	57101200	21.4122	239.921	4173670	12.0602	1	0	0	63	0	155.645	0.929695	3282.43	57101200	239.921	4173670	557	2	1	0	
5	4	0	4	58	2011	1955	[1852,1772,2158,2131]	-935.96	-903.66	Hypoxia		CIOV5		269.408	0.821045	0.511271	2647.68	79724200	20.642	190.416	5733620	9.37338	0	2	2	64	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	
5	4	0	4	59	788	2042	[575,1925,963,2158]	-1055.14	-911.9	Hypoxia		CIOV5		199.638	0.832678	0.511656	3201.21	71428500	15.7429	191.579	4274710	11.3591	1	0	0	65	0	199.638	0.832678	3201.21	71428500	191.579	4274710	651	2	1	0	
5	4	0	4	60	1572	2044	[1460,1919,1721,2158]	-977.6	-911.44	Hypoxia		CIOV5		117.754	0.948281	0.679789	2424.71	31911600	14.0148	212.628	2798400	12.387	1	0	0	66	0	117.754	0.948281	2424.71	31911600	212.628	2798400	627	2	1	0	
5	4	0	3	1	589	90	[530,1,683,154]	774.88	505.86	Hypoxia		CIOV5		84.7924	0.659236	0.427511	2977.01	28213100	19.0298	192.65	1825740	7.8421	0	0	0	1	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	
5	4	0	3	2	1522	88	[1352,1,1691,177]	862.7	505.23	Hypoxia		CIOV5		126.808	0.69312	0.438342	2071.25	29355800	43.3867	215.568	3055250	11.9259	0	0	0	2	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	
5	4	0	3	3	1799	79	[1667,1,1885,161]	886.81	505.32	Hypoxia		CIOV5		87.4139	0.796161	0.529245	2209.17	21583600	19.6642	185.731	1814590	8.59703	0	0	0	3	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	
5	4	0	3	4	2023	124	[1837,1,2158,313]	909.78	499.61	Hypoxia		CIOV5		334.624	0.648566	0.438033	2154.06	80561700	19.6853	182.718	6833640	8.4495	0	0	0	4	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	
5	4	0	3	5	458	74	[332,1,590,177]	762.2	505.75	Hypoxia		CIOV5		115.982	0.878746	0.633575	2999.28	38879600	21.3192	196.527	2547580	8.3904	0	0	0	5	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	
5	4	0	3	6	1214	138	[1070,1,1379,291]	833.56	499.09	Hypoxia		CIOV5		116.313	0.975521	0.657078	2122	27586000	18.1262	200.746	2609700	9.78811	1	0	0	7	0	116.313	0.975521	2122	27586000	200.746	2609700	306	1	0	0	
5	4	0	3	7	225	230	[128,59,352,371]	741.4	491.56	Hypoxia		CIOV5		162.767	0.876962	0.596657	2815.55	51220500	23.485	182.465	3319400	7.25058	1	0	0	10	0	162.767	0.876962	2815.55	51220500	182.465	3319400	331	1	0	0	
5	4	0	3	8	426	235	[314,55,553,359]	757.61	491.38	Hypoxia		CIOV5		228.842	0.892306	0.652886	2683.91	68646400	21.3405	192.936	4934730	8.37138	1	0	0	11	0	228.842	0.892306	2683.91	68646400	192.936	4934730	878	3	1	0	
5	4	0	3	9	769	249	[694,169,852,387]	790.59	487.91	Hypoxia		CIOV5		126.737	0.616008	0.618612	4260.47	60349500	22.3488	234.549	3322390	7.90998	1	0	0	12	0	126.737	0.616008	4260.47	60349500	234.549	3322390	0	0	0	0	
5	4	0	3	10	1616	269	[1478,116,1794,451]	871.15	486.33	Hypoxia		CIOV5		228.86	0.904797	0.616172	2089.85	53456300	18.4644	193.878	4959210	9.43467	1	0	0	13	0	228.86	0.904797	2089.85	53456300	193.878	4959210	475	2	1	0	
5	4	0	3	11	1758	458	[1559,149,1944,661]	886.66	472.32	Hypoxia		CIOV5		480.222	0.643258	0.464732	2530.34	135811000	27.4182	196.675	10556200	10.2601	1	0	0	14	0	480.222	0.643258	2530.34	135811000	196.675	10556200	814	4	1	0	
5	4	0	3	12	867	313	[730,149,1022,481]	801.08	482.39	Hypoxia		CIOV5		131.917	0.756788	0.425502	3963.41	58436600	28.006	239.076	3524940	9.5226	1	0	0	15	0	131.917	0.756788	3963.41	58436600	239.076	3524940	312	1	0	0	
5	4	0	3	13	600	351	[506,166,671,451]	774.32	482.66	Hypoxia		CIOV5		91.628	0.79232	0.541687	2493.9	25540000	16.5953	197.041	2017900	7.86674	1	0	0	16	0	91.628	0.79232	2493.9	25540000	197.041	2017900	512	2	1	0	
5	4	0	3	14	954	410	[819,170,1157,590]	811	474.95	Hypoxia		CIOV5		161.756	0.981335	0.727312	2851.55	51553100	20.6388	231.817	4191010	10.5235	1	0	0	17	0	161.756	0.981335	2851.55	51553100	231.817	4191010	0	0	0	0	
5	4	0	3	15	110	360	[1,233,226,472]	728.15	477.75	Hypoxia		CIOV5		159.152	0.957906	0.749428	3610.09	64216300	21.3817	195.791	3482730	8.17756	1	0	0	18	0	159.152	0.957906	3610.09	64216300	195.791	3482730	334	1	0	0	
5	4	0	3	16	506	389	[415,283,608,617]	764.86	472.5	Hypoxia		CIOV5		125.269	0.724515	0.442516	2515.59	35220800	23.0223	193.429	2708200	8.87545	1	0	0	19	0	125.269	0.724515	2515.59	35220800	193.429	2708200	349	1	0	0	
5	4	0	3	17	367	418	[224,339,455,624]	752.87	470.92	Hypoxia		CIOV5		96.6832	0.911955	0.574747	2812.4	30390800	17.3647	184.669	1995540	8.0213	1	0	0	20	0	96.6832	0.911955	2812.4	30390800	184.669	1995540	0	0	0	0	
5	4	0	3	18	596	509	[480,412,716,618]	773.98	463.24	Hypoxia		CIOV5		94.8579	0.955242	0.822704	2319.53	24591700	19.3052	193.381	2050220	8.77272	1	0	0	21	0	94.8579	0.955242	2319.53	24591700	193.381	2050220	0	0	0	0	
5	4	0	3	19	1101	556	[939,307,1244,754]	824.21	462	Hypoxia		CIOV5		202.421	0.941368	0.521451	2526.57	57161200	17.3494	212.309	4803270	10.7822	1	0	0	22	0	202.421	0.941368	2526.57	57161200	212.309	4803270	346	1	0	0	
5	4	0	3	20	1340	483	[1208,338,1566,706]	846.16	466.34	Hypoxia		CIOV5		238.567	0.902754	0.542592	2018.16	53812200	17.6282	202.456	5398290	9.90938	1	0	0	23	0	238.567	0.902754	2018.16	53812200	202.456	5398290	320	1	0	0	
5	4	0	3	21	279	594	[123,373,433,778]	742.28	456.5	Hypoxia		CIOV5		183.533	0.902909	0.658493	3809.22	78138600	27.3967	202.665	4157270	13.8272	1	0	0	24	0	183.533	0.902909	3809.22	78138600	202.665	4157270	317	1	0	0	
5	4	0	3	22	70	564	[1,436,182,807]	725.11	456.52	Hypoxia		CIOV5		152.791	0.943371	0.739226	3306.77	56469700	20.6082	198.168	3384110	8.54912	0	0	0	25	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	
5	4	0	3	23	2020	534	[1842,227,2158,686]	909.35	466.66	Hypoxia		CIOV5		187.255	0.893283	0.762588	2465.87	51608100	24.8314	200.784	4202210	10.4305	1	1	1	26	1	187.255	0.893283	2465.87	51608100	200.784	4202210	0	0	0	0	
5	4	0	3	24	1470	687	[1199,467,1641,871]	857.11	448.78	Hypoxia		CIOV5		176.769	0.953557	0.753133	2566.23	50701000	18.5837	194.326	3839300	10.1935	1	0	0	27	0	176.769	0.953557	2566.23	50701000	194.326	3839300	951	3	1	0	
5	4	0	3	25	1834	776	[1626,561,2134,961]	892.07	439.13	Hypoxia		CIOV5		304.651	0.851271	0.504768	2298.24	78254900	26.4499	196.255	6682500	10.0819	1	1	1	28	1	304.651	0.851271	2298.24	78254900	196.255	6682500	528	2	1	1	
5	4	0	3	26	1283	841	[1121,716,1458,983]	839.97	432.42	Hypoxia		CIOV5		82.6629	0.948656	0.715703	2790.14	25778100	18.2007	207.169	1914030	10.3023	1	0	0	29	0	82.6629	0.948656	2790.14	25778100	207.169	1914030	0	0	0	0	
5	4	0	3	27	2083	921	[2002,640,2158,1070]	916.35	429.47	Hypoxia		CIOV5		180.384	0.779672	0.611947	2537.29	51154300	24.3583	213.51	4304580	10.5018	0	0	0	30	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	
5	4	0	3	28	1873	996	[1722,900,2039,1154]	896.44	417.87	Hypoxia		CIOV5		95.2248	0.927117	0.602149	2337.84	24881700	16.481	204.745	2179100	9.56431	1	0	0	32	0	95.2248	0.927117	2337.84	24881700	204.745	2179100	0	0	0	0	
5	4	0	3	29	1107	1010	[877,794,1315,1231]	819.21	416.13	Hypoxia		CIOV5		414.558	0.915739	0.625378	2329.8	107949000	22.1237	202.26	9371540	8.86323	1	0	0	33	0	414.558	0.915739	2329.8	107949000	202.26	9371540	293	1	0	0	
5	4	0	3	30	521	985	[319,826,703,1171]	767.23	418.72	Hypoxia		CIOV5		294.004	0.7911	0.703181	3988.6	131065000	25.0949	207.508	6818710	8.93504	1	0	0	34	0	294.004	0.7911	3988.6	131065000	207.508	6818710	0	0	0	0	
5	4	0	3	31	135	1034	[1,926,237,1141]	728.65	413.6	Hypoxia		CIOV5		107.742	0.617449	0.424614	2794.58	33652300	14.6445	197.773	2381590	7.99791	0	0	0	36	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	
5	4	0	3	32	1634	1087	[1442,893,1834,1277]	872.58	408.59	Hypoxia		CIOV5		266.984	0.952198	0.672105	1922.94	57380400	18.6624	214.827	6410440	11.5809	1	0	0	37	0	266.984	0.952198	1922.94	57380400	214.827	6410440	289	1	0	0	
5	4	0	3	33	2039	1149	[1807,1022,2158,1290]	906.84	401.75	Hypoxia		CIOV5		193.008	0.898818	0.812203	2271.96	49010700	25.3038	221.364	4775260	10.278	1	1	1	38	1	193.008	0.898818	2271.96	49010700	221.364	4775260	684	2	1	1	
5	4	0	3	34	688	1219	[443,1075,903,1413]	784.16	397.31	Hypoxia		CIOV5		195.192	0.590062	0.445756	3972.28	86659200	20.4721	212.683	4639880	8.53535	1	0	0	39	0	195.192	0.590062	3972.28	86659200	212.683	4639880	615	2	1	0	
5	4	0	3	35	417	1250	[302,1096,487,1347]	755.74	394.59	Hypoxia		CIOV5		68.4638	0.90626	0.56963	3628.99	27769000	17.4092	192.252	1471110	7.74307	1	0	0	41	0	68.4638	0.90626	3628.99	27769000	192.252	1471110	0	0	0	0	
5	4	0	3	36	1170	1282	[1000,1091,1366,1397]	831.23	393.69	Hypoxia		CIOV5		196.847	0.906865	0.592118	2315.65	50946600	21.9725	185.491	4080990	8.37971	1	0	0	42	0	196.847	0.906865	2315.65	50946600	185.491	4080990	660	2	1	0	
5	4	0	3	37	950	1349	[801,1200,1082,1472]	806.98	385.68	Hypoxia		CIOV5		120.178	0.964749	0.727942	3623.05	48664800	22.8028	189.083	2539760	7.88233	1	0	0	43	0	120.178	0.964749	3623.05	48664800	189.083	2539760	472	2	1	0	
5	4	0	3	38	2055	1364	[1835,1256,2158,1523]	909.82	382.89	Hypoxia		CIOV5		189.823	0.884702	0.691162	2555.98	54227600	22.2107	197.776	4196010	8.44477	1	0	0	44	0	189.823	0.884702	2555.98	54227600	197.776	4196010	349	1	0	0	
5	4	0	3	39	444	1385	[275,1226,585,1474]	760.31	383.19	Hypoxia		CIOV5		119.74	0.841355	0.623083	4564.48	61086500	23.1003	191.044	2556740	8.53476	1	0	0	45	0	119.74	0.841355	4564.48	61086500	191.044	2556740	461	2	1	0	
5	4	0	3	40	1301	1429	[1172,1246,1424,1573]	841.56	376.31	Hypoxia		CIOV5		177.414	0.885835	0.741925	2772.71	54980100	20.5702	206.142	4087590	10.117	1	0	0	46	0	177.414	0.885835	2772.71	54980100	206.142	4087590	916	3	1	0	
5	4	0	3	41	1071	1493	[803,1353,1227,1658]	815.44	369.57	Hypoxia		CIOV5		214.204	0.875221	0.572561	3339.4	79948600	18.3478	191.896	4594180	7.56013	1	3	3	47	1	214.204	0.875221	3339.4	79948600	191.896	4594180	349	1	0	0	
5	4	0	3	42	116	1506	[1,1310,247,1687]	726.96	370.14	Hypoxia		CIOV5		261.705	0.898311	0.597148	2790.73	81628900	21.347	193.76	5667470	8.43736	0	0	0	48	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	
5	4	0	3	43	661	1464	[529,1304,808,1585]	779.77	375.32	Hypoxia		CIOV5		138.27	0.846459	0.462362	3298.61	50976800	26.7835	196.862	3042310	7.64063	1	0	0	49	0	138.27	0.846459	3298.61	50976800	196.862	3042310	680	2	1	0	
5	4	0	3	44	378	1508	[236,1413,524,1623]	751.34	369.16	Hypoxia		CIOV5		138.726	0.837816	0.694814	3778.26	58581900	26.63	210.08	3257300	9.34083	1	0	0	50	0	138.726	0.837816	3778.26	58581900	210.08	3257300	0	0	0	0	
5	4	0	3	45	1909	1518	[1751,1355,2158,1649]	901.87	367.55	Hypoxia		CIOV5		207.727	0.980696	0.794864	2109.87	48984900	18.9881	216.304	5021940	10.166	1	0	0	51	0	207.727	0.980696	2109.87	48984900	216.304	5021940	344	1	0	0	
5	4	0	3	46	520	1565	[428,1451,622,1656]	767.58	364.44	Hypoxia		CIOV5		103.027	0.682343	0.528322	3296.5	37959200	23.5895	202.824	2335520	8.61489	1	0	0	52	0	103.027	0.682343	3296.5	37959200	202.824	2335520	316	1	0	0	
5	4	0	3	47	411	1672	[262,1568,624,1874]	761.56	351.41	Hypoxia		CIOV5		206.25	0.810809	0.409143	3827.19	88224400	18.8752	200.157	4614030	11.0498	1	0	0	53	0	206.25	0.810809	3827.19	88224400	200.157	4614030	793	3	1	0	
5	4	0	3	48	791	1651	[588,1428,992,1896]	793.17	352.96	Hypoxia		CIOV5		389.551	0.845027	0.430102	3573.71	155596000	24.4184	195.149	8496590	7.38463	1	0	0	54	0	389.551	0.845027	3573.71	155596000	195.149	8496590	674	2	1	0	
5	4	0	3	49	1240	1699	[1189,1575,1423,1775]	838	353.86	Hypoxia		CIOV5		65.1444	0.852634	0.632003	2669.77	19438600	24.8965	206.165	1501090	9.26589	1	0	0	55	0	65.1444	0.852634	2669.77	19438600	206.165	1501090	0	0	0	0	
5	4	0	3	50	215	1692	[20,1587,337,1793]	736.37	352.39	Hypoxia		CIOV5		158.821	0.917574	0.578887	3177.04	56395600	23.6749	190.714	3385370	7.55671	1	0	0	56	0	158.821	0.917574	3177.04	56395600	190.714	3385370	0	0	0	0	
5	4	0	3	51	1083	1703	[932,1561,1401,1831]	823.59	352.23	Hypoxia		CIOV5		157.005	0.789221	0.606207	3358.34	58932100	18.8477	196.358	3445680	8.22679	1	0	0	57	0	157.005	0.789221	3358.34	58932100	196.358	3445680	664	2	1	0	
5	4	0	3	52	1919	1702	[1769,1602,2054,1908]	899.8	346.46	Hypoxia		CIOV5		215.287	0.829208	0.532902	2231.48	53693900	20.9158	196.328	4724040	8.78002	1	0	0	58	0	215.287	0.829208	2231.48	53693900	196.328	4724040	331	1	0	0	
5	4	0	3	53	2077	1715	[1996,1593,2158,1894]	915.18	346.72	Hypoxia		CIOV5		75.4426	0.907277	0.54524	2629.74	22173900	21.2467	188.763	1591650	8.07241	1	2	1	59	1	75.4426	0.907277	2629.74	22173900	188.763	1591650	309	1	0	0	
5	4	0	3	54	1317	1823	[1149,1593,1569,1981]	846.43	343.87	Hypoxia		CIOV5		238.648	0.729769	0.488719	2856.94	76203300	22.2375	210.211	5606950	9.50687	1	0	0	60	0	238.648	0.729769	2856.94	76203300	210.211	5606950	345	1	0	0	
5	4	0	3	55	1811	1741	[1757,1638,1909,2045]	890.26	339.76	Hypoxia		CIOV5		77.4467	0.908103	0.772685	2560.11	22160300	25.4169	193.905	1678440	8.32994	1	0	0	61	0	77.4467	0.908103	2560.11	22160300	193.905	1678440	346	1	0	0	
5	4	0	3	56	1718	1961	[1584,1602,1821,2068]	879.02	337.17	Hypoxia		CIOV5		159.904	0.844723	0.502184	2803.7	50107700	22.267	191.765	3427230	8.73218	1	1	1	63	1	159.904	0.844723	2803.7	50107700	191.765	3427230	339	1	0	0	
5	4	0	3	57	462	1846	[319,1751,588,1951]	759.55	337.87	Hypoxia		CIOV5		181.52	0.857105	0.701947	3366.17	68292800	19.7522	183.063	3713980	7.38144	1	0	0	64	0	181.52	0.857105	3366.17	68292800	183.063	3713980	332	1	0	0	
5	4	0	3	58	699	1870	[599,1773,823,1991]	784.82	335.14	Hypoxia		CIOV5		75.2994	0.863713	0.465018	3410.29	28701000	24.5689	195.215	1642930	8.62341	1	1	1	65	1	75.2994	0.863713	3410.29	28701000	195.215	1642930	311	1	0	0	
5	4	0	3	59	243	1841	[145,1759,334,1929]	740.17	339.53	Hypoxia		CIOV5		102.391	0.868809	0.578575	2934.07	33577500	28.475	190.634	2181620	7.90033	1	0	0	66	0	102.391	0.868809	2934.07	33577500	190.634	2181620	0	0	0	0	
5	4	0	3	60	1127	1885	[936,1790,1259,2028]	823.74	332.74	Hypoxia		CIOV5		137.223	0.937817	0.727842	3258.57	49976600	19.165	187.457	2875030	7.19009	1	1	0	67	0	137.223	0.937817	3258.57	49976600	187.457	2875030	0	0	0	0	
5	4	0	3	61	1500	1941	[1325,1701,1654,2120]	861.08	328.83	Hypoxia		CIOV5		220.351	0.930039	0.519564	2194.67	54050300	24.9992	200.014	4925940	9.37939	1	0	0	68	0	220.351	0.930039	2194.67	54050300	200.014	4925940	349	1	0	0	
5	4	0	3	62	2091	1969	[1987,1891,2158,2122]	915.54	324.76	Hypoxia		CIOV5		119.239	0.897526	0.542082	1636.37	21808000	19.2076	194.157	2587520	8.09405	1	0	0	70	0	119.239	0.897526	1636.37	21808000	194.157	2587520	344	1	0	0	
5	4	0	3	63	566	1991	[427,1872,716,2158]	769.98	321.91	Hypoxia		CIOV5		146.805	0.966262	0.753808	3580.43	58747700	24.5662	190.782	3130350	7.76792	1	1	1	71	1	146.805	0.966262	3580.43	58747700	190.782	3130350	321	1	0	0	
5	4	0	3	64	935	1957	[795,1840,1160,2089]	806.07	325.73	Hypoxia		CIOV5		120.509	0.952396	0.677917	3728.54	50219700	25.7235	213.963	2881870	9.04766	1	0	0	72	0	120.509	0.952396	3728.54	50219700	213.963	2881870	606	2	1	0	
