Database Name	OperettaCLS
Database Link	http://10.20.176.50/ODA/OdaService.asmx
Evaluation Signature	af8b1d54-abee-46e8-8e0d-b6681e708724
Plate Name	20191212_CellCharacterisationX8_Normoxia
Measurement	Measurement 2
Evaluation	Evaluation1
Population	Population - Valid Cells

[Data]
Row	Column	Timepoint	Field	Object No	X	Y	Bounding Box	Position X [µm]	Position Y [µm]	Compound	Concentration	Cell Type	Cell Count	Valid Cells - Nucleus Area [µm²]	Valid Cells - Nucleus Roundness	Valid Cells - Nucleus Ratio Width to Length	Valid Cells - Intensity Nuclei Mean	Valid Cells - Intensity Nuclei Sum	Valid Cells - Intensity Nuclei CV [%]	Valid Cells - Intensity Pax8 Mean	Valid Cells - Intensity Pax8 Sum	Valid Cells - Intensity Pax8 CV [%]	Valid Cells - Nuclei Selected	Valid Cells - Number of Micronuclei Candiates	Valid Cells - Number of Micronuclei- per Cell 	Valid Cells - Object No in Nuclei	Valid Cells - Valid with MN	Valid Cells - Nucleus Area [µm²]- Mean per Cell 	Valid Cells - Nucleus Roundness- Mean per Cell 	Valid Cells - Intensity Nuclei Mean- Mean per Cell 	Valid Cells - Intensity Nuclei Sum- Mean per Cell 	Valid Cells - Intensity Pax8 Mean- Mean per Cell 	Valid Cells - Intensity Pax8 Sum- Mean per Cell 	Valid Cells - Total Spot Area- Mean per Cell 	Valid Cells - Number of Centrosomes- per Cell - Mean per Cell 	Valid Cells - Valid cell with 2 or more Centrosomes	Valid Cells - Valid cells with MN and CA	
3	3	0	2	5	97	256	[1,103,197,444]	-709.22	897.01	Normoxia		CIOV3		159.3	0.820555	0.52645	2679.82	47711500	13.976	300.973	5358530	14.6726	0	0	0	5	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	
3	3	0	2	6	1659	285	[1459,111,1858,515]	-560.18	894.56	Normoxia		CIOV3		311.631	0.953482	0.720323	3276.34	114112000	17.659	302.57	10538200	14.9195	1	0	0	6	0	311.631	0.953482	3276.34	114112000	302.57	10538200	603	2	1	0	
3	3	0	2	7	1135	388	[951,207,1322,564]	-609.49	885.5	Normoxia		CIOV3		243.075	0.939578	0.673982	2452.97	66639900	16.0767	289.414	7862500	14.4811	1	0	0	7	0	243.075	0.939578	2452.97	66639900	289.414	7862500	329	1	0	0	
3	3	0	2	8	832	488	[636,314,1070,675]	-636.88	875.43	Normoxia		CIOV3		348.351	0.97464	0.854305	2316.95	90205800	18.4535	309.057	12032500	15.4406	1	0	0	9	0	348.351	0.97464	2316.95	90205800	309.057	12032500	219	1	0	0	
3	3	0	2	9	301	481	[30,308,545,696]	-690.46	875.33	Normoxia		CIOV3		370.881	0.950524	0.73843	3279.6	135943000	18.2602	313.089	12977900	14.335	1	0	0	10	0	370.881	0.950524	3279.6	135943000	313.089	12977900	343	1	0	0	
3	3	0	2	10	1779	531	[1612,320,1936,701]	-547.92	872.03	Normoxia		CIOV3		222.442	0.914065	0.634168	2416.4	60074100	16.992	320.966	7979530	14.9579	1	0	0	11	0	222.442	0.914065	2416.4	60074100	320.966	7979530	334	1	0	0	
3	3	0	2	11	2045	650	[1931,508,2158,843]	-523.04	858	Normoxia		CIOV3		198.776	0.89638	0.722896	2372.98	52718100	20.2522	261.053	5799550	14.6452	0	0	0	12	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	
3	3	0	2	12	1439	714	[1259,539,1623,900]	-581.52	854.35	Normoxia		CIOV3		282.945	0.936699	0.89917	2164.31	68442000	16.363	321.523	10167500	15.0359	1	0	0	13	0	282.945	0.936699	2164.31	68442000	321.523	10167500	325	1	0	0	
3	3	0	2	13	268	799	[69,607,553,975]	-687.03	848.19	Normoxia		CIOV3		333.561	0.961253	0.804486	3651.53	136129000	17.7908	290.292	10822100	13.4211	1	0	0	14	0	333.561	0.961253	3651.53	136129000	290.292	10822100	342	1	0	0	
3	3	0	2	14	949	787	[769,611,1128,952]	-626.18	848.02	Normoxia		CIOV3		203.286	0.982075	0.835701	2928.49	66535200	17.7041	282.691	6422730	15.2108	1	0	0	15	0	203.286	0.982075	2928.49	66535200	282.691	6422730	307	1	0	0	
3	3	0	2	15	599	926	[418,737,795,1129]	-659.27	835.21	Normoxia		CIOV3		278.167	0.989325	0.885089	2516.29	78228900	18.2121	285.692	8881870	14.4166	1	0	0	16	0	278.167	0.989325	2516.29	78228900	285.692	8881870	334	1	0	0	
3	3	0	2	16	1998	1082	[1835,868,2158,1240]	-528.58	820.36	Normoxia		CIOV3		214.452	0.891839	0.55031	2483.31	59520000	17.7166	278.212	6668180	15.2203	1	0	0	18	0	214.452	0.891839	2483.31	59520000	278.212	6668180	333	1	0	0	
3	3	0	2	17	1675	993	[1570,898,1813,1132]	-559.16	827.49	Normoxia		CIOV3		99.7819	0.82956	0.596566	2424.48	27037700	20.0947	323.688	3609770	14.2707	1	0	0	19	0	99.7819	0.82956	2424.48	27037700	323.688	3609770	0	0	0	0	
3	3	0	2	18	1476	1103	[1345,903,1599,1258]	-577.37	821.27	Normoxia		CIOV3		132.834	0.923289	0.689325	2537.37	37669700	17.2909	325.654	4834660	17.8105	1	1	1	20	1	132.834	0.923289	2537.37	37669700	325.654	4834660	0	0	0	0	
3	3	0	2	19	392	1092	[209,942,565,1248]	-680.28	818.3	Normoxia		CIOV3		195.654	0.946338	0.689539	3357.46	73417500	15.5934	254.619	5567760	12.5497	1	0	0	21	0	195.654	0.946338	3357.46	73417500	254.619	5567760	342	1	0	0	
3	3	0	2	20	1716	1226	[1500,1015,1890,1395]	-555.46	806.49	Normoxia		CIOV3		277.899	0.953569	0.706414	2982.39	92630100	18.0026	304.958	9471700	15.9955	1	0	0	22	0	277.899	0.953569	2982.39	92630100	304.958	9471700	479	2	1	0	
3	3	0	2	21	1955	1401	[1762,1192,2158,1695]	-529.45	787.93	Normoxia		CIOV3		342.034	0.934309	0.77203599999999994	2413.73	92269600	19.9829	288.583	11031700	15.5643	1	0	0	24	0	342.034	0.934309	2413.73	92269600	288.583	11031700	519	2	1	0	
3	3	0	2	22	1010	1361	[932,1258,1127,1474]	-621.23	793.65	Normoxia		CIOV3		91.255	0.82812	0.605641	2841.59	28981400	22.5673	314.034	3202830	18.0698	1	0	0	25	0	91.255	0.82812	2841.59	28981400	314.034	3202830	0	0	0	0	
3	3	0	2	23	324	1466	[131,1322,501,1602]	-687.84	784.42	Normoxia		CIOV3		191.171	0.915677	0.673546	3124.17	66751000	18.6844	302.306	6459080	14.4475	1	0	0	26	0	191.171	0.915677	3124.17	66751000	302.306	6459080	319	1	0	0	
3	3	0	2	24	1523	1580	[1357,1407,1703,1751]	-572.56	772.35	Normoxia		CIOV3		232.625	0.883144	0.702686	2641.26	68670100	14.2853	266.87	6938360	14.0798	1	0	0	27	0	232.625	0.883144	2641.26	68670100	266.87	6938360	319	1	0	0	
3	3	0	2	25	389	1652	[173,1511,519,1756]	-683.69	767.83	Normoxia		CIOV3		152.939	0.787682	0.513408	2754.86	47088800	18.0168	305.002	5213390	15.0321	1	0	0	28	0	152.939	0.787682	2754.86	47088800	305.002	5213390	0	0	0	0	
3	3	0	2	26	653	1808	[469,1637,846,1984]	-653.41	750.01	Normoxia		CIOV3		277.022	0.806636	0.596682	2809.55	86986600	18.5781	252.81	7827260	13.9183	1	0	0	29	0	277.022	0.806636	2809.55	86986600	252.81	7827260	315	1	0	0	
3	3	0	2	27	1073	1888	[903,1729,1252,2065]	-615.44	743.37	Normoxia		CIOV3		223.283	0.899494	0.737021	2913.49	72706100	18.9597	272.123	6790830	14.2891	1	0	0	30	0	223.283	0.899494	2913.49	72706100	272.123	6790830	323	1	0	0	
3	3	0	2	28	1348	1934	[1209,1754,1488,2140]	-590.24	739.78	Normoxia		CIOV3		188.013	0.921336	0.677834	3041.9	63919400	15.6572	244.826	5144530	14.1175	1	0	0	31	0	188.013	0.921336	3041.9	63919400	244.826	5144530	312	1	0	0	
3	3	0	2	29	1744	1929	[1520,1736,1938,2118]	-552.6	739.66	Normoxia		CIOV3		322.949	0.934375	0.817845	1883.44	67980800	20.1061	272.016	9818150	14.6165	1	0	0	32	0	322.949	0.934375	1883.44	67980800	272.016	9818150	313	1	0	0	
3	3	0	2	30	548	2038	[422,1878,757,2158]	-665.44	730.55	Normoxia		CIOV3		238.038	0.820918	0.675225	2754.45	73279400	17.6931	250.942	6676050	13.8795	1	0	0	33	0	238.038	0.820918	2754.45	73279400	250.942	6676050	0	0	0	0	
3	3	0	2	31	835	2053	[620,1939,1000,2158]	-639.64	726.08	Normoxia		CIOV3		199.984	0.809144	0.49732	2860.36	63932000	15.23	265.983	5944980	14.4736	0	0	0	34	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	
3	3	0	1	1	1162	98	[950,1,1317,226]	6.1	94.33	Normoxia		CIOV3		146.461	0.810912	0.585916	2187.7	35810500	16.9247	272.042	4453060	14.7207	0	0	0	1	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	
3	3	0	1	2	807	153	[645,1,1015,305]	-24.14	88.68	Normoxia		CIOV3		265.444	0.893898	0.61769	2483.39	73674600	17.414	312.178	9261370	16.9656	0	0	0	2	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	
3	3	0	1	3	120	57	[1,1,185,118]	-93.5	97.44	Normoxia		CIOV3		81.6633	0.754393	0.443604	2285.53	20860000	17.2331	271.299	2476140	14.4512	1	0	0	3	0	81.6633	0.754393	2285.53	20860000	271.299	2476140	0	0	0	0	
3	3	0	1	4	309	136	[162,1,405,308]	-74.51	88.97	Normoxia		CIOV3		123.466	0.630558	0.499578	2525.13	34844300	17.8594	248.431	3428100	15.9836	1	0	0	4	0	123.466	0.630558	2525.13	34844300	248.431	3428100	330	1	0	0	
3	3	0	1	5	79	178	[1,96,168,370]	-94.75	81.37	Normoxia		CIOV3		187.655	0.882773	0.629175	2559.21	53674300	18.5296	280.183	5876280	15.4344	0	0	0	5	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	
3	3	0	1	6	217	290	[128,159,320,372]	-81.87	76.52	Normoxia		CIOV3		115.091	0.7209	0.616577	3006.78	38676200	19.2224	244.809	3148980	15.0893	1	1	0	6	0	115.091	0.7209	3006.78	38676200	244.809	3148980	0	0	0	0	
3	3	0	1	7	1969	376	[1777,177,2158,627]	85.28	64.14	Normoxia		CIOV3		445.431	0.857993	0.699685	2281.25	113567000	15.8207	313.825	15623200	15.6756	1	0	0	7	0	445.431	0.857993	2281.25	113567000	313.825	15623200	493	2	1	0	
3	3	0	1	8	553	602	[350,363,793,861]	-50.68	44.5	Normoxia		CIOV3		335.833	0.976683	0.785467	2216.71	83201900	18.1676	301.31	11309400	16.4289	1	0	0	8	0	335.833	0.976683	2216.71	83201900	301.31	11309400	335	1	0	0	
3	3	0	1	9	1215	740	[1023,553,1474,943]	13.69	30.56	Normoxia		CIOV3		290.595	0.970304	0.785128	2156.14	70027000	14.6418	322.536	10475300	16.9158	1	0	0	9	0	290.595	0.970304	2156.14	70027000	322.536	10475300	590	2	1	0	
3	3	0	1	10	777	826	[605,634,955,997]	-28.74	23.94	Normoxia		CIOV3		185.391	0.972345	0.774148	3175.51	65796500	16.9631	288.263	5972800	15.6935	1	0	0	10	0	185.391	0.972345	3175.51	65796500	288.263	5972800	335	1	0	0	
3	3	0	1	11	120	1101	[1,883,240,1296]	-91.87	-0.84	Normoxia		CIOV3		216.609	0.843375	0.69529	2845.5	68886800	15.5495	303.436	7345880	14.552	0	0	0	11	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	
3	3	0	1	12	1026	1153	[847,898,1201,1360]	-6.27	-6.82	Normoxia		CIOV3		266.41	0.922638	0.79968	2353.34	70070800	19.1733	349.014	10391900	16.6457	1	0	0	12	0	266.41	0.922638	2353.34	70070800	349.014	10391900	237	1	0	0	
3	3	0	1	13	680	1096	[362,963,904,1360]	-38.76	-3.31	Normoxia		CIOV3		258.966	0.954407	0.686323	2571.72	74433300	17.4543	278.05	8047610	15.8351	1	0	0	13	0	258.966	0.954407	2571.72	74433300	278.05	8047610	343	1	0	0	
3	3	0	1	14	666	1331	[484,1176,876,1462]	-38.52	-23.1	Normoxia		CIOV3		210.095	0.890651	0.69474	2987.22	70143000	22.7881	361.311	8483950	15.7326	1	0	0	14	0	210.095	0.890651	2987.22	70143000	361.311	8483950	310	1	0	0	
3	3	0	1	15	1954	1425	[1742,1237,2158,1614]	83.22	-33.33	Normoxia		CIOV3		358.309	0.90583	0.69374	1743.45	69818000	17.8456	303.065	12136500	15.8774	1	0	0	15	0	358.309	0.90583	1743.45	69818000	303.065	12136500	343	1	0	0	
3	3	0	1	16	429	1453	[193,1113,739,1649]	-60.32	-33.31	Normoxia		CIOV3		366.648	0.941405	0.74369	3609.23	147899000	16.782	290.217	11892500	14.754	1	0	0	16	0	366.648	0.941405	3609.23	147899000	290.217	11892500	552	2	1	0	
3	3	0	1	17	117	1500	[1,1349,287,1712]	-90.77	-41.45	Normoxia		CIOV3		246.332	0.782918	0.587343	4054.63	111628000	16.2778	276.161	7603000	13.7231	1	1	0	17	0	246.332	0.782918	4054.63	111628000	276.161	7603000	606	2	1	0	
3	3	0	1	18	1158	1600	[970,1415,1356,1802]	7.6	-49.63	Normoxia		CIOV3		266.652	0.964453	0.717024	2398.92	71492700	14.5232	296.624	8839990	14.9137	1	0	0	18	0	266.652	0.964453	2398.92	71492700	296.624	8839990	430	2	1	0	
3	3	0	1	19	496	1752	[73,1604,668,1899]	-60.98	-63.68	Normoxia		CIOV3		262.581	0.852419	0.558081	2810.25	82472500	15.3851	278.321	8167890	14.3174	1	0	0	20	0	262.581	0.852419	2810.25	82472500	278.321	8167890	280	1	0	0	
3	3	0	1	20	1447	1845	[1274,1678,1676,2012]	34.87	-72.21	Normoxia		CIOV3		208.35	0.831447	0.801537	4287.59	99840800	18.9672	268.965	6263120	12.8608	1	0	0	21	0	208.35	0.831447	4287.59	99840800	268.965	6263120	303	1	0	0	
3	3	0	1	21	890	1817	[752,1641,1016,1987]	-18.36	-68.58	Normoxia		CIOV3		154.182	0.952963	0.766821	3271.11	56367800	17.7212	284.315	4899320	14.1599	1	0	0	22	0	154.182	0.952963	3271.11	56367800	284.315	4899320	347	1	0	0	
3	3	0	1	22	694	1925	[539,1630,1047,2158]	-30.8	-80.7	Normoxia		CIOV3		246.941	0.799049	0.580347	3130.43	86396800	21.8065	269.626	7441400	15.6433	1	0	0	23	0	246.941	0.799049	3130.43	86396800	269.626	7441400	338	1	0	0	
3	3	0	1	23	1782	1961	[1609,1767,1953,2133]	66.28	-83.97	Normoxia		CIOV3		204.127	0.973345	0.862418	2577.73	58808300	13.8564	291.625	6653140	13.9059	1	0	0	24	0	204.127	0.973345	2577.73	58808300	291.625	6653140	288	1	0	0	
3	3	0	1	24	198	2007	[1,1818,353,2158]	-86.65	-88.52	Normoxia		CIOV3		260.353	0.947999	0.697076	2841.62	82685500	15.2281	235.016	6838500	13.8675	1	0	0	25	0	260.353	0.947999	2841.62	82685500	235.016	6838500	331	1	0	0	
3	3	0	1	25	1323	2066	[1222,1965,1613,2158]	31.53	-94.29	Normoxia		CIOV3		195.385	0.862025	0.559506	2654.21	57959900	15.8058	275.901	6024860	14.6254	0	0	0	26	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	
3	4	0	5	1	357	122	[205,1,617,246]	958.86	-1547.49	Normoxia		CIOV3		170.485	0.973475	0.897792	3150.16	60023100	18.7585	245.724	4682030	11.2515	0	0	0	1	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	
3	4	0	5	2	121	175	[1,1,255,301]	934.16	-1551.17	Normoxia		CIOV3		279.268	0.628984	0.547936	3630.4	113312000	27.218	218.703	6826170	11.4303	0	0	0	2	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	
3	4	0	5	3	2032	212	[1877,1,2158,385]	1116.79	-1556.56	Normoxia		CIOV3		195.824	0.908106	0.788098	2576.53	56389900	21.8074	275.707	6034130	13.5391	1	0	0	3	0	195.824	0.908106	2576.53	56389900	275.707	6034130	0	0	0	0	
3	4	0	5	4	1859	342	[1720,146,2058,483]	1100.51	-1570.42	Normoxia		CIOV3		187.395	0.907474	0.707471	2401.55	50298000	19.8527	299.785	6278710	14.694	1	0	0	4	0	187.395	0.907474	2401.55	50298000	299.785	6278710	402	2	1	0	
3	4	0	5	5	210	394	[1,204,558,664]	951.52	-1577.35	Normoxia		CIOV3		455.389	0.687678	0.480244	2400.42	122172000	25.6043	267.1	13594300	48.0144	1	0	0	5	0	455.389	0.687678	2400.42	122172000	267.1	13594300	677	2	1	0	
3	4	0	5	6	1033	538	[902,293,1153,661]	1021.26	-1584.11	Normoxia		CIOV3		235.685	0.483847	0.444157	2719.15	71625200	26.0683	255.53	6730910	11.0455	1	0	0	7	0	235.685	0.483847	2719.15	71625200	255.53	6730910	599	2	1	0	
3	4	0	5	7	376	567	[283,447,492,665]	957.69	-1590.44	Normoxia		CIOV3		100.963	0.728207	0.699631	2449.07	27635400	19.5331	246.978	2786900	11.0007	1	0	0	8	0	100.963	0.728207	2449.07	27635400	246.978	2786900	605	2	1	0	
3	4	0	5	8	1985	599	[1694,475,2158,688]	1107.49	-1592.38	Normoxia		CIOV3		130.167	0.796345	0.516996	3064.9	44588200	30.0391	261.946	3810800	10.3313	1	2	2	9	1	130.167	0.796345	3064.9	44588200	261.946	3810800	706	3	1	1	
3	4	0	5	9	839	573	[668,426,1018,669]	1001.38	-1592.16	Normoxia		CIOV3		208.681	0.672932	0.500973	1887.01	44010700	32.5748	246.995	5760670	13.0663	1	0	0	10	0	208.681	0.672932	1887.01	44010700	246.995	5760670	299	1	0	0	
3	4	0	5	10	1905	726	[1726,580,2085,875]	1105.25	-1607.4	Normoxia		CIOV3		202.588	0.404388	0.435485	2832.24	64127500	19.5158	264.505	5988930	10.2291	1	0	0	11	0	202.588	0.404388	2832.24	64127500	264.505	5988930	322	1	0	0	
3	4	0	5	11	849	718	[763,655,922,789]	1002.89	-1606.13	Normoxia		CIOV3		69.1637	0.782673	0.729984	2854.53	22065500	20.4095	227.629	1759570	12.0575	1	0	0	12	0	69.1637	0.782673	2854.53	22065500	227.629	1759570	316	1	0	0	
3	4	0	5	12	2097	759	[2030,572,2158,900]	1123.16	-1609.63	Normoxia		CIOV3		126.83	0.586505	0.469004	2563.44	36336700	17.6504	256.96	3642410	11.1379	0	0	0	13	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	
3	4	0	5	13	970	820	[821,643,1115,940]	1015.72	-1612.31	Normoxia		CIOV3		149.601	0.743324	0.474309	2689.25	44964200	22.0359	231.882	3877070	11.8752	1	0	0	14	0	149.601	0.743324	2689.25	44964200	231.882	3877070	304	1	0	0	
3	4	0	5	14	559	785	[480,693,670,911]	976.74	-1612.34	Normoxia		CIOV3		100.113	0.739721	0.53838	2262.4	25314000	19.4346	222.011	2484080	12.2926	1	0	0	15	0	100.113	0.739721	2262.4	25314000	222.011	2484080	0	0	0	0	
3	4	0	5	15	729	794	[639,681,832,886]	991.95	-1612.47	Normoxia		CIOV3		147.293	0.928858	0.569752	2362.3	38888100	19.4605	233.706	3847280	11.4592	1	0	0	16	0	147.293	0.928858	2362.3	38888100	233.706	3847280	0	0	0	0	
3	4	0	5	16	1788	898	[1580,727,1975,1073]	1091.6	-1624.65	Normoxia		CIOV3		224.688	0.954034	0.648563	3579.46	89887400	16.1897	283.889	7129030	12.9752	1	0	0	18	0	224.688	0.954034	3579.46	89887400	283.889	7129030	0	0	0	0	
3	4	0	5	17	1290	1044	[1098,884,1476,1217]	1044.34	-1636.28	Normoxia		CIOV3		247.782	0.980785	0.744067	3736.92	103487000	15.8719	288.381	7986150	14.1385	1	0	0	19	0	247.782	0.980785	3736.92	103487000	288.381	7986150	525	2	1	0	
3	4	0	5	18	326	1234	[168,992,512,1406]	953.1	-1651.62	Normoxia		CIOV3		253.964	0.85931	0.468178	2654.87	75355900	16.7303	275.59	7822340	14.6161	1	0	0	20	0	253.964	0.85931	2654.87	75355900	275.59	7822340	309	1	0	0	
3	4	0	5	19	1591	1134	[1437,912,1839,1325]	1073.84	-1644.3	Normoxia		CIOV3		223.292	0.899514	0.585153	2461.68	61433700	19.8696	265.071	6615110	13.4463	1	0	0	21	0	223.292	0.899514	2461.68	61433700	265.071	6615110	313	1	0	0	
3	4	0	5	20	1206	1229	[1021,1097,1345,1333]	1034.06	-1653.1	Normoxia		CIOV3		99.6656	0.767534	0.504144	2814.93	31355500	24.7479	231.234	2575720	11.8705	1	0	0	22	0	99.6656	0.767534	2814.93	31355500	231.234	2575720	580	2	1	0	
3	4	0	5	21	1781	1280	[1616,1120,1941,1427]	1091.21	-1659.38	Normoxia		CIOV3		210.149	0.969717	0.850752	2495.8	58618900	19.2606	251.051	5896430	13.4396	1	0	0	23	0	210.149	0.969717	2495.8	58618900	251.051	5896430	502	2	1	0	
3	4	0	5	22	1086	1343	[972,1174,1180,1440]	1023.74	-1661.63	Normoxia		CIOV3		98.2608	0.780006	0.522332	2800.49	30755000	25.9048	220.593	2422560	12.6232	1	0	0	24	0	98.2608	0.780006	2800.49	30755000	220.593	2422560	262	1	0	0	
3	4	0	5	23	895	1415	[755,1262,1062,1560]	1008.97	-1672.07	Normoxia		CIOV3		148.823	0.943834	0.707059	3303.78	54951800	16.6617	257.509	4283160	14.1312	1	0	0	25	0	148.823	0.943834	3303.78	54951800	257.509	4283160	976	3	1	0	
3	4	0	5	24	1944	1427	[1793,1232,2100,1576]	1107.62	-1672.88	Normoxia		CIOV3		196.012	0.971098	0.752866	2638.87	57809600	19.9612	251.892	5518190	14.0837	1	0	0	26	0	196.012	0.971098	2638.87	57809600	251.892	5518190	337	1	0	0	
3	4	0	5	25	1257	1433	[1051,1207,1445,1594]	1042.18	-1673.43	Normoxia		CIOV3		244.355	0.981216	0.905297	2365.92	64613300	18.329	301.227	8226510	13.4642	1	0	0	27	0	244.355	0.981216	2365.92	64613300	301.227	8226510	521	2	1	0	
3	4	0	5	26	2084	1565	[1997,1358,2158,1651]	1121.43	-1682.93	Normoxia		CIOV3		116.451	0.778847	0.51361	2302.56	29967800	16.4553	238.76	3107460	13.5139	0	0	0	28	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	
3	4	0	5	27	1562	1553	[1338,1362,1740,1753]	1070.26	-1686.41	Normoxia		CIOV3		299.194	0.97346	0.841513	2225.89	74431400	16.5096	276.324	9239990	14.1472	1	0	0	29	0	299.194	0.97346	2225.89	74431400	276.324	9239990	338	1	0	0	
3	4	0	5	28	510	1601	[341,1434,692,1774]	971.72	-1689.73	Normoxia		CIOV3		247.066	0.948165	0.766285	4500.63	124276000	21.9037	218.134	6023330	11.1285	1	0	0	30	0	247.066	0.948165	4500.63	124276000	218.134	6023330	594	2	1	0	
3	4	0	5	29	225	1631	[1,1483,369,1782]	943.54	-1692.28	Normoxia		CIOV3		180.882	0.932712	0.748527	3554.62	71860200	19.0173	232.324	4696660	12.9019	1	0	0	31	0	180.882	0.932712	3554.62	71860200	232.324	4696660	343	1	0	0	
3	4	0	5	30	1155	1760	[1013,1613,1295,1910]	1031.93	-1704.37	Normoxia		CIOV3		154.012	0.979597	0.900607	3343.37	57549400	19.7068	262.217	4513540	13.2378	1	0	0	32	0	154.012	0.979597	3343.37	57549400	262.217	4513540	295	1	0	0	
3	4	0	5	31	893	1842	[739,1653,1058,1997]	1007.49	-1710.63	Normoxia		CIOV3		246.099	0.938621	0.694225	4033.54	110942000	16.3505	263.029	7234600	13.3507	1	0	0	33	0	246.099	0.938621	4033.54	110942000	263.029	7234600	311	1	0	0	
3	4	0	5	32	2027	1848	[1863,1708,2158,2014]	1114.88	-1713.42	Normoxia		CIOV3		204.852	0.958108	0.769996	2401.93	54992100	18.267	222.158	5086320	12.3027	1	0	0	34	0	204.852	0.958108	2401.93	54992100	222.158	5086320	331	1	0	0	
3	4	0	5	33	569	1911	[400,1739,688,2062]	975.36	-1717.56	Normoxia		CIOV3		208.583	0.836875	0.669077	3044.58	70975200	19.7453	216.76	5053110	11.9373	1	0	0	35	0	208.583	0.836875	3044.58	70975200	216.76	5053110	263	1	0	0	
3	4	0	5	34	124	1901	[1,1663,270,2065]	934.51	-1716.49	Normoxia		CIOV3		181.517	0.926032	0.71567	3575.05	72527100	16.9071	221.127	4486000	12.3546	1	0	0	36	0	181.517	0.926032	3575.05	72527100	221.127	4486000	339	1	0	0	
3	4	0	5	35	347	1884	[236,1730,485,2110]	956.1	-1719.88	Normoxia		CIOV3		204.422	0.924282	0.739827	3104.38	70925900	17.3378	220.853	5045830	11.2856	1	0	0	37	0	204.422	0.924282	3104.38	70925900	220.853	5045830	512	2	1	0	
3	4	0	5	36	1566	1944	[1422,1790,1701,2129]	1070.49	-1722.47	Normoxia		CIOV3		196.665	0.972901	0.77232	2522.73	55449600	16.5066	247.69	5444240	12.9347	1	0	0	38	0	196.665	0.972901	2522.73	55449600	247.69	5444240	334	1	0	0	
3	4	0	5	37	1307	2007	[1163,1833,1459,2158]	1046.68	-1726.51	Normoxia		CIOV3		174.654	0.960765	0.888792	2866.71	55958100	19.6083	273.282	5334470	13.9482	1	0	0	39	0	174.654	0.960765	2866.71	55958100	273.282	5334470	0	0	0	0	
3	4	0	5	38	1903	2025	[1770,1861,2070,2158]	1103.22	-1730.68	Normoxia		CIOV3		216.68	0.958984	0.802428	2101.45	50890900	19.5113	219.123	5306510	11.7462	1	0	0	40	0	216.68	0.958984	2101.45	50890900	219.123	5306510	324	1	0	0	
3	4	0	1	1	233	107	[30,1,446,213]	-80.35	93.62	Normoxia		CIOV3		227.283	0.829595	0.573843	2677.76	68020400	16.6447	223.19	5669470	13.7376	0	0	0	1	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	
3	4	0	1	2	1197	118	[994,1,1363,240]	10.18	92	Normoxia		CIOV3		242.127	0.896311	0.66626	2811.28	76076100	14.5742	273.32	7396330	14.1748	0	0	0	2	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	
3	4	0	1	3	866	132	[702,1,1018,356]	-19.11	88.15	Normoxia		CIOV3		160.043	0.944314	0.644667	3233.47	57837000	17.4179	280.888	5024250	15.4179	1	0	0	3	0	160.043	0.944314	3233.47	57837000	280.888	5024250	320	1	0	0	
3	4	0	1	4	652	223	[486,1,914,410]	-38.62	81.18	Normoxia		CIOV3		306.638	0.948302	0.671056	3625.41	124246000	17.4951	248.726	8524080	14.5744	1	0	0	4	0	306.638	0.948302	3625.41	124246000	248.726	8524080	598	2	1	0	
3	4	0	1	5	1735	223	[1560,72,1919,385]	62.1	80.68	Normoxia		CIOV3		257.123	0.906172	0.709382	2121.76	60973000	14.1772	276.336	7941070	14.5757	1	0	0	5	0	257.123	0.906172	2121.76	60973000	276.336	7941070	309	1	0	0	
3	4	0	1	6	354	373	[160,175,545,609]	-69.2	65.79	Normoxia		CIOV3		406.241	0.951994	0.759684	2961.29	134451000	20.1685	289.613	13149300	14.5722	1	0	0	6	0	406.241	0.951994	2961.29	134451000	289.613	13149300	347	1	0	0	
3	4	0	1	7	1051	472	[892,332,1201,644]	-3.81	57.73	Normoxia		CIOV3		191.78	0.944243	0.74436	2847.02	61022900	21.5672	324.198	6948870	17.3471	1	0	0	7	0	191.78	0.944243	2847.02	61022900	324.198	6948870	333	1	0	0	
3	4	0	1	8	858	525	[762,362,940,644]	-21.07	54.8	Normoxia		CIOV3		58.0779	0.850315	0.655535	3706.79	24060800	43.1895	204.877	1329860	11.7362	1	0	0	8	0	58.0779	0.850315	3706.79	24060800	204.877	1329860	0	0	0	0	
