Database Name	OperettaCLS
Database Link	http://10.20.176.50/ODA/OdaService.asmx
Evaluation Signature	af8b1d54-abee-46e8-8e0d-b6681e708724
Plate Name	20191212_CellCharacterisationX8_Normoxia
Measurement	Measurement 2
Evaluation	Evaluation1
Population	Population - Valid Cells

[Data]
Row	Column	Timepoint	Field	Object No	X	Y	Bounding Box	Position X [µm]	Position Y [µm]	Compound	Concentration	Cell Type	Cell Count	Valid Cells - Nucleus Area [µm²]	Valid Cells - Nucleus Roundness	Valid Cells - Nucleus Ratio Width to Length	Valid Cells - Intensity Nuclei Mean	Valid Cells - Intensity Nuclei Sum	Valid Cells - Intensity Nuclei CV [%]	Valid Cells - Intensity Pax8 Mean	Valid Cells - Intensity Pax8 Sum	Valid Cells - Intensity Pax8 CV [%]	Valid Cells - Nuclei Selected	Valid Cells - Number of Micronuclei Candiates	Valid Cells - Number of Micronuclei- per Cell 	Valid Cells - Object No in Nuclei	Valid Cells - Valid with MN	Valid Cells - Nucleus Area [µm²]- Mean per Cell 	Valid Cells - Nucleus Roundness- Mean per Cell 	Valid Cells - Intensity Nuclei Mean- Mean per Cell 	Valid Cells - Intensity Nuclei Sum- Mean per Cell 	Valid Cells - Intensity Pax8 Mean- Mean per Cell 	Valid Cells - Intensity Pax8 Sum- Mean per Cell 	Valid Cells - Total Spot Area- Mean per Cell 	Valid Cells - Number of Centrosomes- per Cell - Mean per Cell 	Valid Cells - Valid cell with 2 or more Centrosomes	Valid Cells - Valid cells with MN and CA	
5	2	0	5	42	684	1677	[408,1404,901,1988]	984.47	-1698.05	Normoxia		CIOV5		599.613	0.949895	0.587617	2731.73	183067000	17.9823	235.743	15798300	12.703	1	1	0	45	0	599.613	0.949895	2731.73	183067000	235.743	15798300	552	2	1	0	
5	2	0	5	43	1417	1771	[1229,1568,1590,2000]	1058.5	-1706.93	Normoxia		CIOV5		283.348	0.930597	0.617287	2147.43	68004800	19.9047	317.284	10047800	15.9875	1	1	1	46	1	283.348	0.930597	2147.43	68004800	317.284	10047800	346	1	0	0	
5	2	0	5	44	308	1878	[147,1764,534,2019]	955.15	-1716.87	Normoxia		CIOV5		288.519	0.923167	0.590203	2461.17	79362900	20.6416	253.892	8186990	21.5786	1	0	0	47	0	288.519	0.923167	2461.17	79362900	253.892	8186990	315	1	0	0	
5	2	0	5	45	1301	1984	[1189,1763,1396,2068]	1044.21	-1720.67	Normoxia		CIOV5		128.065	0.892551	0.576004	2359.24	33767800	22.5976	253.1	3622620	15.2585	1	0	0	48	0	128.065	0.892551	2359.24	33767800	253.1	3622620	0	0	0	0	
5	2	0	5	46	1131	1940	[1022,1791,1235,2057]	1031.16	-1720.86	Normoxia		CIOV5		85.6807	0.926146	0.641845	3233.16	30960800	20.1747	241.6	2313560	15.0315	1	0	0	49	0	85.6807	0.926146	3233.16	30960800	241.6	2313560	682	2	1	0	
5	2	0	5	47	90	1912	[1,1565,182,2158]	929.74	-1716.23	Normoxia		CIOV5		154.907	0.798708	0.448528	2641.87	45738700	19.0422	307.587	5325250	15.6949	0	0	0	50	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	
5	2	0	5	48	749	1956	[490,1786,943,2158]	990.94	-1726.31	Normoxia		CIOV5		91.4429	0.90328	0.544658	3543.97	36219400	16.7874	279.484	2856330	23.4633	1	1	1	51	1	91.4429	0.90328	3543.97	36219400	279.484	2856330	348	1	0	0	
5	2	0	5	49	268	2067	[145,1933,545,2158]	954.43	-1733.8	Normoxia		CIOV5		233.108	0.917814	0.618045	2898.11	75504400	22.9175	227.695	5932140	13.5664	0	0	0	52	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	
5	2	0	5	50	957	2030	[763,1903,1143,2158]	1012.5	-1732.6	Normoxia		CIOV5		171.755	0.972751	0.751131	3612.96	69354300	20.3596	266.136	5108740	15.942	1	1	0	53	0	171.755	0.972751	3612.96	69354300	266.136	5108740	675	2	1	0	
5	2	0	3	1	1590	58	[1376,1,1650,167]	866.88	505.99	Normoxia		CIOV5		79.4175	0.757789	0.569862	3351.37	29746800	25.866	289.543	2569980	16.9905	1	0	0	1	0	79.4175	0.757789	3351.37	29746800	289.543	2569980	0	0	0	0	
5	2	0	3	2	1706	133	[1630,2,1866,257]	880.68	498.63	Normoxia		CIOV5		164.186	0.851676	0.693026	3599.46	66050200	24.5465	284.958	5228980	16.256	1	0	0	3	0	164.186	0.851676	3599.46	66050200	284.958	5228980	690	2	1	0	
5	2	0	3	3	90	90	[1,1,369,260]	730.18	504.08	Normoxia		CIOV5		110.367	0.925082	0.675321	2787.11	34379000	19.9738	299.767	3697620	18.2805	0	1	1	4	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	
5	2	0	3	4	1025	149	[681,1,1183,377]	811.44	497.06	Normoxia		CIOV5		277.451	0.879303	0.635109	3514.67	108987000	28.3205	319.744	9914960	15.4601	1	0	0	5	0	277.451	0.879303	3514.67	108987000	319.744	9914960	678	2	1	0	
5	2	0	3	5	1403	114	[1245,1,1534,234]	850.24	500.92	Normoxia		CIOV5		154.567	0.880108	0.540768	3219.88	55623500	16.0995	243.181	4200960	15.4159	1	0	0	6	0	154.567	0.880108	3219.88	55623500	243.181	4200960	337	1	0	0	
5	2	0	3	6	2031	174	[1889,26,2158,414]	911.79	493.31	Normoxia		CIOV5		134.239	0.936234	0.566969	3292.11	49391500	19.9663	316.169	4743490	16.7136	1	0	0	7	0	134.239	0.936234	3292.11	49391500	316.169	4743490	339	1	0	0	
5	2	0	3	7	540	309	[400,42,676,454]	769.17	487.79	Normoxia		CIOV5		296.975	0.762946	0.433663	2264.39	75157300	24.0054	283.989	9425890	16.0366	1	1	1	8	1	296.975	0.762946	2264.39	75157300	283.989	9425890	0	0	0	0	
5	2	0	3	8	1583	287	[1429,72,1729,529]	867.38	482.69	Normoxia		CIOV5		263.189	0.817163	0.686488	5875.14	172817000	16.5461	357.868	10526700	16.4426	1	1	1	9	1	263.189	0.817163	5875.14	172817000	357.868	10526700	0	0	0	0	
5	2	0	3	9	325	359	[212,165,428,484]	748.05	482.02	Normoxia		CIOV5		186.501	0.903042	0.480547	3506.13	73081700	17.5433	237.899	4958760	15.2009	1	0	0	10	0	186.501	0.903042	3506.13	73081700	237.899	4958760	315	1	0	0	
5	2	0	3	10	1404	360	[1306,217,1506,487]	850.83	478.66	Normoxia		CIOV5		127.644	0.858984	0.481765	3717.02	53027000	20.5533	313.844	4477300	16.7863	1	0	0	11	0	127.644	0.858984	3717.02	53027000	313.844	4477300	510	2	1	0	
5	2	0	3	11	115	308	[1,168,231,480]	729.7	481.33	Normoxia		CIOV5		238.825	0.910365	0.634193	2812.38	75068100	20.0704	272.58	7275700	15.3427	1	0	0	12	0	238.825	0.910365	2812.38	75068100	272.58	7275700	0	0	0	0	
5	2	0	3	12	1773	371	[1654,227,1915,492]	887.56	478.01	Normoxia		CIOV5		224.393	0.916685	0.652411	2391.96	59987900	17.5697	275.942	6920360	15.5449	1	0	0	13	0	224.393	0.916685	2391.96	59987900	275.942	6920360	466	2	1	0	
5	2	0	3	13	1982	361	[1887,259,2122,463]	906.53	477.71	Normoxia		CIOV5		77.3864	0.978193	0.73687	2884.05	24944200	15.1241	348.405	3013360	17.6285	1	0	0	14	0	77.3864	0.978193	2884.05	24944200	348.405	3013360	349	1	0	0	
5	2	0	3	14	2036	533	[1914,382,2158,804]	910.9	457.57	Normoxia		CIOV5		274.114	0.790034	0.420263	2585.55	79210900	19.9632	244.486	7490080	14.9536	1	0	0	15	0	274.114	0.790034	2585.55	79210900	244.486	7490080	688	2	1	0	
5	2	0	3	15	544	571	[360,371,712,809]	768.36	459.36	Normoxia		CIOV5		180.837	0.893419	0.491437	3553.12	71812100	17.3525	275.682	5571810	17.2786	1	2	2	16	1	180.837	0.893419	3553.12	71812100	275.682	5571810	684	2	1	1	
5	2	0	3	16	1675	542	[1550,451,1793,663]	876.63	460.06	Normoxia		CIOV5		107.817	0.954832	0.801699	2593.53	31252100	15.6477	278.409	3354830	17.3777	1	0	0	17	0	107.817	0.954832	2593.53	31252100	278.409	3354830	348	1	0	0	
5	2	0	3	17	1831	630	[1707,436,1938,800]	892.62	453.8	Normoxia		CIOV5		176.265	0.850251	0.516617	2894.79	57027300	16.2449	260.552	5132880	16.058	1	0	0	18	0	176.265	0.850251	2894.79	57027300	260.552	5132880	344	1	0	0	
5	2	0	3	18	838	581	[694,433,1018,728]	798.94	457.09	Normoxia		CIOV5		165.966	0.980579	0.813511	3496.96	64865100	14.7608	268.965	4989030	16.3741	1	0	0	19	0	165.966	0.980579	3496.96	64865100	268.965	4989030	348	1	0	0	
5	2	0	3	19	294	611	[149,468,443,776]	746.67	453.44	Normoxia		CIOV5		187.753	0.930994	0.614497	3492.9	73295000	17.9755	275.399	5778970	14.8812	1	0	0	20	0	187.753	0.930994	3492.9	73295000	275.399	5778970	485	2	1	0	
5	2	0	3	20	112	760	[1,545,233,908]	727.12	443.79	Normoxia		CIOV5		297.324	0.933776	0.70233	2669.38	88703600	20.2866	253.84	8435090	14.947	0	0	0	21	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	
5	2	0	3	21	1547	750	[1409,576,1712,958]	864.62	440.32	Normoxia		CIOV5		206.006	0.950637	0.711884	2837.85	65338600	18.7579	314.051	7230710	18.3429	1	0	0	22	0	206.006	0.950637	2837.85	65338600	314.051	7230710	348	1	0	0	
5	2	0	3	22	931	785	[779,615,1064,909]	806.31	439.29	Normoxia		CIOV5		144.081	0.981918	0.821548	3941.54	63470600	20.107	264.088	4252600	15.8968	1	0	0	23	0	144.081	0.981918	3941.54	63470600	264.088	4252600	345	1	0	0	
5	2	0	3	23	1141	775	[966,668,1250,933]	823.56	436.76	Normoxia		CIOV5		194.911	0.942223	0.538721	3030.76	66022100	17.8091	282.023	6143590	17.3602	1	0	0	24	0	194.911	0.942223	3030.76	66022100	282.023	6143590	327	1	0	0	
5	2	0	3	24	1802	886	[1604,682,2036,1093]	888.46	426.66	Normoxia		CIOV5		213.325	0.956817	0.75502	2647.14	63113100	17.4133	338.74	8076240	16.0938	1	0	0	25	0	213.325	0.956817	2647.14	63113100	338.74	8076240	308	1	0	0	
5	2	0	3	25	2062	817	[1952,689,2158,971]	914.59	432.92	Normoxia		CIOV5		131.053	0.766196	0.554801	2398.14	35125500	15.951599999999999	274.536	4021130	19.1742	0	0	0	26	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	
5	2	0	3	26	706	811	[576,685,833,940]	785.77	434.93	Normoxia		CIOV5		98.1893	0.961417	0.61727	3198.21	35097200	14.5067	295.444	3242200	16.8688	1	1	1	27	1	98.1893	0.961417	3198.21	35097200	295.444	3242200	0	0	0	0	
5	2	0	3	27	1237	944	[1095,747,1393,1121]	835.45	422.43	Normoxia		CIOV5		209.835	0.908646	0.514441	2871.01	67330900	15.4084	237.923	5579770	16.3687	1	0	0	28	0	209.835	0.908646	2871.01	67330900	237.923	5579770	415	2	1	0	
5	2	0	3	28	646	1027	[481,843,817,1172]	779.67	416.75	Normoxia		CIOV5		208.959	0.949926	0.788661	3142.11	73380900	16.8813	287.669	6718220	15.2843	1	0	0	29	0	208.959	0.949926	3142.11	73380900	287.669	6718220	336	1	0	0	
5	2	0	3	29	980	1010	[804,888,1124,1137]	808.79	416.91	Normoxia		CIOV5		183.53	0.877461	0.573692	3321.11	68122600	16.3513	257.66	5285130	16.3476	1	0	0	30	0	183.53	0.877461	3321.11	68122600	257.66	5285130	349	1	0	0	
5	2	0	3	30	451	1152	[273,942,638,1378]	758.69	402.1	Normoxia		CIOV5		223.82	0.960018	0.616008	3164.22	79152900	17.1548	282.987	7078930	16.0211	1	0	0	31	0	223.82	0.960018	3164.22	79152900	282.987	7078930	0	0	0	0	
5	2	0	3	31	2000	1203	[1865,973,2138,1423]	908.04	398.67	Normoxia		CIOV5		268.101	0.718316	0.426009	2196.04	65802200	18.9594	268.077	8032660	18.5107	1	0	0	32	0	268.101	0.718316	2196.04	65802200	268.077	8032660	349	1	0	0	
5	2	0	3	32	140	1251	[1,1107,311,1407]	730.74	394.46	Normoxia		CIOV5		272.879	0.97316	0.638077	2757.82	84108100	16.3458	275.463	8401060	15.6357	1	0	0	33	0	272.879	0.97316	2757.82	84108100	275.463	8401060	0	0	0	0	
5	2	0	3	33	1057	1251	[890,1101,1218,1410]	818.12	395.16	Normoxia		CIOV5		218.004	0.911207	0.514256	2715.71	66168200	17.7036	267.439	6516140	15.1811	1	0	0	34	0	218.004	0.911207	2715.71	66168200	267.439	6516140	0	0	0	0	
5	2	0	3	34	1349	1247	[1219,1158,1468,1380]	845.69	393.1	Normoxia		CIOV5		131.411	0.703028	0.43817	5482.99	80528700	20.2277	394.536	5794550	15.6639	1	1	1	35	1	131.411	0.703028	5482.99	80528700	394.536	5794550	0	0	0	0	
5	2	0	3	35	1565	1249	[1438,1116,1729,1419]	867.43	392.77	Normoxia		CIOV5		203.205	0.778351	0.43842	2953.18	67069600	19.3062	313.48	7119450	17.2638	1	0	0	36	0	203.205	0.778351	2953.18	67069600	313.48	7119450	285	1	0	0	
5	2	0	3	36	1189	1407	[1076,1136,1315,1533]	831.73	382.09	Normoxia		CIOV5		152.715	0.828556	0.549112	3546.3	60528200	21.8176	228.206	3895020	15.0757	1	0	0	37	0	152.715	0.828556	3546.3	60528200	228.206	3895020	825	3	1	0	
5	2	0	3	37	581	1354	[429,1136,820,1516]	775.87	385.37	Normoxia		CIOV5		222.541	0.916157	0.595503	3068.35	76316100	20.4913	244.445	6079840	15.1295	1	0	0	38	0	222.541	0.916157	3068.35	76316100	244.445	6079840	347	1	0	0	
5	2	0	3	38	842	1366	[710,1192,1030,1519]	797.02	383.25	Normoxia		CIOV5		185.257	0.874505	0.549959	3351.46	69392000	30.0057	301.18	6235930	18.711	1	0	0	39	0	185.257	0.874505	3351.46	69392000	301.18	6235930	269	1	0	0	
5	2	0	3	39	265	1445	[73,1294,453,1627]	741.47	374.58	Normoxia		CIOV5		211.544	0.841934	0.479066	3589.86	84875000	21.2934	282.394	6676650	18.0696	1	0	0	40	0	211.544	0.841934	3589.86	84875000	282.394	6676650	348	1	0	0	
5	2	0	3	40	1589	1421	[1487,1361,1727,1500]	870.19	376.57	Normoxia		CIOV5		85.4928	0.970103	0.815939	2980.15	28475300	16.7453	279.479	2670420	14.8314	1	0	0	41	0	85.4928	0.970103	2980.15	28475300	279.479	2670420	0	0	0	0	
5	2	0	3	41	1392	1438	[1251,1347,1496,1532]	848.47	375.52	Normoxia		CIOV5		60.95	0.811926	0.500488	6176.64	42075300	22.3844	307.429	2094210	15.6178	1	0	0	42	0	60.95	0.811926	6176.64	42075300	307.429	2094210	0	0	0	0	
5	2	0	3	42	1070	1537	[909,1391,1212,1687]	818.65	366.83	Normoxia		CIOV5		219.212	0.831356	0.430013	2802.55	68662600	16.1764	275.954	6760870	15.249	1	0	0	43	0	219.212	0.831356	2802.55	68662600	275.954	6760870	291	1	0	0	
5	2	0	3	43	1590	1547	[1463,1459,1729,1628]	868.76	366.27	Normoxia		CIOV5		83.077	0.957938	0.669899	2921.71	27128000	16.5519	286.288	2658190	15.5415	1	0	0	44	0	83.077	0.957938	2921.71	27128000	286.288	2658190	346	1	0	0	
5	2	0	3	44	844	1595	[736,1483,975,1744]	797.62	361.03	Normoxia		CIOV5		190.482	0.886416	0.573009	3329.37	70879100	20.8477	311.918	6640410	17.58	1	0	0	45	0	190.482	0.886416	3329.37	70879100	311.918	6640410	0	0	0	0	
5	2	0	3	45	1942	1578	[1758,1415,2104,1793]	901.8	361.55	Normoxia		CIOV5		217.083	0.887142	0.512725	2634.41	63916100	16.44	276.918	6718590	16.3791	1	2	2	46	1	217.083	0.887142	2634.41	63916100	276.918	6718590	0	0	0	0	
5	2	0	3	46	662	1592	[576,1494,772,1795]	781.59	357.88	Normoxia		CIOV5		129.693	0.868999	0.613662	4450.93	64516200	19.8765	250.203	3626700	13.9729	1	0	0	47	0	129.693	0.868999	4450.93	64516200	250.203	3626700	0	0	0	0	
5	2	0	3	47	1338	1625	[1198,1508,1492,1814]	845.13	358.92	Normoxia		CIOV5		129.836	0.913948	0.565396	4058.69	58895600	21.4237	283.573	4114920	15.863	1	0	0	48	0	129.836	0.913948	4058.69	58895600	283.573	4114920	283	1	0	0	
5	2	0	3	48	507	1655	[396,1447,675,1806]	765.96	357.3	Normoxia		CIOV5		206.686	0.973596	0.715883	5347.86	123536000	18.2333	270.108	6239500	13.7309	1	0	0	49	0	206.686	0.973596	5347.86	123536000	270.108	6239500	1041	3	1	0	
5	2	0	3	49	339	1596	[272,1476,412,1766]	750.83	358.07	Normoxia		CIOV5		76.3396	0.916554	0.574943	4253.83	36293700	20.6502	256.673	2189940	14.5774	1	0	0	50	0	76.3396	0.916554	4253.83	36293700	256.673	2189940	228	1	0	0	
5	2	0	3	50	85	1723	[1,1516,181,1853]	724.42	352.87	Normoxia		CIOV5		190.509	0.919967	0.603884	3534.12	75248500	17.7979	286.006	6089640	15.3033	0	0	0	51	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	
5	2	0	3	51	1768	1668	[1669,1513,1880,1822]	884.95	353.86	Normoxia		CIOV5		114.563	0.947458	0.660392	2515.67	32210700	16.0306	262.641	3362860	16.3422	1	0	0	52	0	114.563	0.947458	2515.67	32210700	262.641	3362860	339	1	0	0	
5	2	0	3	52	221	1683	[144,1571,305,1765]	739.15	354.03	Normoxia		CIOV5		54.1231	0.519249	0.505933	2551.13	15431800	27.0689	343.29	2076560	16.4231	1	1	1	53	1	54.1231	0.519249	2551.13	15431800	343.29	2076560	279	1	0	0	
5	2	0	3	53	897	1757	[766,1619,1134,1879]	807.23	347.95	Normoxia		CIOV5		189.748	0.828859	0.429773	3216.17	68205400	14.2904	257.066	5451600	15.6807	1	0	0	54	0	189.748	0.828859	3216.17	68205400	257.066	5451600	265	1	0	0	
5	2	0	3	54	1552	1742	[1386,1534,1700,1894]	863.97	347.27	Normoxia		CIOV5		197.13	0.679146	0.582423	4031.51	88822200	23.7507	315.913	6960190	14.7515	1	0	0	55	0	197.13	0.679146	4031.51	88822200	315.913	6960190	348	1	0	0	
5	2	0	3	55	1203	1744	[1076,1626,1392,1905]	835.12	344.36	Normoxia		CIOV5		172.041	0.864793	0.466782	3325.96	63951600	17.0681	285.149	5482840	15.0472	1	0	0	56	0	172.041	0.864793	3325.96	63951600	285.149	5482840	347	1	0	0	
5	2	0	3	56	520	1815	[401,1747,659,1889]	766.25	340.84	Normoxia		CIOV5		70.7385	0.899977	0.63156	3954.29	31262600	19.8483	324.254	2563550	16.6452	1	0	0	57	0	70.7385	0.899977	3954.29	31262600	324.254	2563550	543	2	1	0	
5	2	0	3	57	2071	1788	[1967,1667,2158,2000]	915.36	340	Normoxia		CIOV5		184.72	0.809667	0.525419	2187.46	45160100	19.7171	270.805	5590770	14.8071	0	0	0	58	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	
5	2	0	3	58	1030	1878	[922,1769,1267,1985]	817.43	335.22	Normoxia		CIOV5		131.796	0.926629	0.626682	4271.28	62916000	19.3256	248.76	3664230	15.8537	1	0	0	59	0	131.796	0.926629	4271.28	62916000	248.76	3664230	308	1	0	0	
5	2	0	3	59	357	1885	[244,1740,473,2042]	750.93	334.99	Normoxia		CIOV5		203.071	0.892065	0.764365	3756.69	85261900	18.3336	269.738	6121970	14.8051	1	0	0	60	0	203.071	0.892065	3756.69	85261900	269.738	6121970	344	1	0	0	
5	2	0	3	60	1966	1922	[1758,1759,2109,2068]	902.56	330.9	Normoxia		CIOV5		202.946	0.936572	0.75095	2602.43	59028400	20.1777	276.309	6267240	16.0308	1	0	0	61	0	202.946	0.936572	2602.43	59028400	276.309	6267240	0	0	0	0	
5	2	0	3	61	166	1862	[14,1750,273,1972]	733.37	336.15	Normoxia		CIOV5		150.523	0.890259	0.631288	3912.62	65822000	17.6032	245.032	4122180	12.9465	1	1	1	62	1	150.523	0.890259	3912.62	65822000	245.032	4122180	0	0	0	0	
5	2	0	3	62	630	1943	[463,1771,807,2116]	778.53	328.91	Normoxia		CIOV5		173.321	0.868422	0.546104	3808.59	73776200	25.523	316.626	6133360	20.8132	1	0	0	63	0	173.321	0.868422	3808.59	73776200	316.626	6133360	348	1	0	0	
5	2	0	3	63	1200	1998	[1028,1879,1360,2123]	831.48	323.05	Normoxia		CIOV5		171.111	0.914611	0.634844	3453.51	66044900	18.2828	275.219	5263300	16.1026	1	0	0	64	0	171.111	0.914611	3453.51	66044900	275.219	5263300	306	1	0	0	
5	2	0	3	64	1609	2031	[1375,1811,1753,2158]	869.23	320.22	Normoxia		CIOV5		207.634	0.826594	0.507887	3251.23	75448000	20.6398	222.2	5156380	13.12	1	1	1	65	1	207.634	0.826594	3251.23	75448000	222.2	5156380	288	1	0	0	
5	2	0	3	65	1833	2058	[1730,1827,1950,2158]	890.02	320.12	Normoxia		CIOV5		199.546	0.90408	0.522483	2643.35	58952000	19.3112	252.122	5622830	16.7227	0	0	0	66	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	
5	2	0	3	66	261	2056	[126,1955,371,2158]	741.03	316.96	Normoxia		CIOV5		110.599	0.830145	0.633097	4945.28	61128600	15.6672	242.528	2997890	12.9851	1	0	0	67	0	110.599	0.830145	4945.28	61128600	242.528	2997890	341	1	0	0	
5	2	0	3	67	81	2016	[1,1870,164,2158]	724.14	320.12	Normoxia		CIOV5		140.242	0.949314	0.727069	4610.46	72264400	22.004	245.286	3844610	13.4106	0	0	0	68	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	
5	2	0	3	68	483	2010	[368,1935,614,2089]	763.14	321.48	Normoxia		CIOV5		77.3864	0.593162	0.469307	2146.95	18569000	23.7314	368.207	3184620	13.0573	1	0	0	69	0	77.3864	0.593162	2146.95	18569000	368.207	3184620	0	0	0	0	
5	2	0	3	69	928	2041	[742,1920,1193,2158]	806.64	316.34	Normoxia		CIOV5		158.799	0.893618	0.643499	3653.8	64847700	18.9885	288.163	5114320	15.8096	0	1	1	70	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	
5	2	0	3	70	406	2099	[340,2041,669,2158]	764.28	312.64	Normoxia		CIOV5		131.268	0.739326	0.459827	3552.46	52118100	23.9508	264.418	3879280	22.7938	0	0	0	71	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	
5	2	0	1	1	320	71	[245,1,438,217]	-71.18	95.49	Normoxia		CIOV5		99.3793	0.841941	0.653293	3175.06	35265400	20.3001	269.373	2991920	18.2247	0	0	0	1	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	
5	2	0	1	2	1286	119	[1090,1,1461,239]	20.69	91.91	Normoxia		CIOV5		232.991	0.951597	0.815447	2350.11	61196800	17.7744	265.043	6901710	15.6122	0	0	0	2	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	
5	2	0	1	3	1866	80	[1731,1,2158,162]	81.77	96.25	Normoxia		CIOV5		168.257	0.798531	0.495013	2657.1	49966700	27.1638	240.549	4523520	13.7702	0	0	0	3	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	
5	2	0	1	4	121	109	[1,1,306,242]	-88.76	91.81	Normoxia		CIOV5		211.249	0.88252	0.639304	2805.3	66233100	21.6092	248.285	5862010	15.5678	0	1	1	4	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	
5	2	0	1	5	483	117	[314,1,690,269]	-54.7	91.28	Normoxia		CIOV5		221.745	0.90325	0.519033	2995.88	74247000	15.1043	239.438	5934000	14.4085	1	0	0	5	0	221.745	0.90325	2995.88	74247000	239.438	5934000	634	2	1	0	
5	2	0	1	6	935	158	[764,1,1176,318]	-10.02	87.83	Normoxia		CIOV5		383.738	0.903874	0.638438	2746.5	117792000	23.4496	280.472	12028900	16.5777	1	0	0	6	0	383.738	0.903874	2746.5	117792000	280.472	12028900	265	1	0	0	
5	2	0	1	7	1641	120	[1518,1,1779,330]	52.95	88.51	Normoxia		CIOV5		199.376	0.837059	0.52309	2416.32	53842800	22.323	249.776	5565760	15.527	1	0	0	7	0	199.376	0.837059	2416.32	53842800	249.776	5565760	329	1	0	0	
5	2	0	1	8	2036	212	[1853,76,2158,342]	90.26	81.72	Normoxia		CIOV5		306.029	0.960937	0.77879	1606.78	54956700	30.078	223.054	7629110	14.6697	1	0	0	8	0	306.029	0.960937	1606.78	54956700	223.054	7629110	695	2	1	0	
5	2	0	1	9	1784	287	[1649,88,1889,411]	66.55	76.92	Normoxia		CIOV5		199.617	0.785211	0.555502	2486.18	55466600	21.0139	268.124	5981840	14.7388	1	0	0	9	0	199.617	0.785211	2486.18	55466600	268.124	5981840	0	0	0	0	
5	2	0	1	10	670	244	[421,71,822,399]	-42.35	77.99	Normoxia		CIOV5		210.48	0.945585	0.576165	3061.75	72024500	16.7578	251.117	5907280	15.9437	1	0	0	10	0	210.48	0.945585	3061.75	72024500	251.117	5907280	334	1	0	0	
5	2	0	1	11	248	323	[1,202,435,426]	-83.78	73.18	Normoxia		CIOV5		206.033	0.859654	0.502127	3269.96	75297400	18.8849	233.764	5382880	15.9399	1	0	0	11	0	206.033	0.859654	3269.96	75297400	233.764	5382880	0	0	0	0	
5	2	0	1	12	1977	437	[1815,269,2158,564]	87.35	61.76	Normoxia		CIOV5		172.48	0.936088	0.653885	2919.82	56285400	15.0423	285.191	5497630	17.4311	1	0	0	12	0	172.48	0.936088	2919.82	56285400	285.191	5497630	346	1	0	0	
5	2	0	1	13	815	432	[643,286,957,648]	-25.07	59.69	Normoxia		CIOV5		185.311	0.98363	0.714818	3160.55	65458100	15.7084	241.211	4995730	16.8549	1	2	2	13	1	185.311	0.98363	3160.55	65458100	241.211	4995730	349	1	0	0	
5	2	0	1	14	1606	436	[1457,285,1767,672]	50.09	57.83	Normoxia		CIOV5		171.281	0.957225	0.77916	3083.46	59026600	19.7474	330.954	6335460	17.1146	1	0	0	14	0	171.281	0.957225	3083.46	59026600	330.954	6335460	340	1	0	0	
5	2	0	1	15	126	490	[8,385,313,593]	-88.69	57.56	Normoxia		CIOV5		136.967	0.959684	0.732188	4782.65	73212800	20.5517	238.215	3646600	15.1707	1	0	0	15	0	136.967	0.959684	4782.65	73212800	238.215	3646600	664	2	1	0	
5	2	0	1	16	602	495	[494,373,727,588]	-44.9	56.26	Normoxia		CIOV5		134.838	0.909255	0.584615	3684.78	55529600	22.9877	273.852	4126950	14.7867	1	0	0	16	0	134.838	0.909255	3684.78	55529600	273.852	4126950	341	1	0	0	
5	2	0	1	17	429	469	[327,321,549,640]	-61.7	56.53	Normoxia		CIOV5		138.56	0.773141	0.572094	2630.14	40730400	17.063	252.88	3916100	15.4981	1	0	0	17	0	138.56	0.773141	2630.14	40730400	252.88	3916100	526	2	1	0	
5	2	0	1	18	1815	568	[1653,400,1968,733]	69.37	47.83	Normoxia		CIOV5		170.449	0.934303	0.67526	2928.1	55780300	26.0159	240.751	4586300	15.2387	1	0	0	18	0	170.449	0.934303	2928.1	55780300	240.751	4586300	293	1	0	0	
5	2	0	1	19	262	566	[141,420,371,658]	-76.08	49.91	Normoxia		CIOV5		99.2182	0.916822	0.612121	3650.87	40484500	20.4577	254.556	2822780	16.1866	1	0	0	19	0	99.2182	0.916822	3650.87	40484500	254.556	2822780	337	1	0	0	
