"cell_line","drug","fit_GR","fit_rel_cell","CL","agent","concentration_points","ctrl_cell_doublings","GR50","GRmax","GR_AOC","GEC50","GRinf","h_GR","r2_GR","pval_GR","flat_fit_GR","IC50","Emax","AUC","EC50","Einf","h","r2_rel_cell","pval_rel_cell","flat_fit_rel_cell","exp","identifier"
"PEO1",2,"sigmoid","sigmoid","PEO1","alisertib",10,2.40368805244036,0.396104354249266,-0.514420171978697,0.580090962042849,21.0302225182051,-1,0.276586539845577,0.685093085109882,9.43084833950084e-08,,0.38589809685558,0.0333442993791845,0.488612681433108,0.38589809685558,0,0.292263649027279,0.66201784406332,2.53812383192298e-07,,"exp1","PEO1_exp1"
"PEO1",3,"sigmoid","sigmoid","PEO1","az3146",10,2.40368805244036,2.61598556995538,-0.696400518475068,0.477694393585403,6.85354642086878,-0.858287684098826,1.03763446330232,0.973342840640169,9.14943245994541e-23,,2.38504994189835,0.01101044483013,0.659379957215507,2.34461932825507,0.0110450322786767,1.30652700964577,0.94283237265283,3.98201003604299e-18,,"exp1","PEO1_exp1"
"PEO1",4,"sigmoid","sigmoid","PEO1","barasertib",10,2.40368805244036,1.83764382761605,-0.695584956143781,0.458048931282257,46.3223510623896,-1,0.340429037459692,0.595674956258077,3.12053451758572e-06,,1.85187970711788,0.0110927266788271,0.572479805598373,1.85187970711788,0,0.233370038838011,0.6260286717004,1.04649292543751e-06,,"exp1","PEO1_exp1"
"PEO1",5,"sigmoid","sigmoid","PEO1","bi2536",10,2.40368805244036,0.00334844467939231,-0.728743226782459,1.21381196825747,0.0334886479183957,-0.744569523388718,0.396027579892871,0.79824090793143,1.85209648812834e-10,,0.00688696520533436,0.00822461652423949,0.1613831586663,0.00652589389296219,0.0795312042720658,3.21688973680242,0.949817290538502,6.42328932071718e-19,,"exp1","PEO1_exp1"
"PEO1",6,"sigmoid","sigmoid","PEO1","cfi400945",10,2.40368805244036,2.8285960339556,-0.639343551757186,0.498803391471689,17.5081274580533,-1,0.602677877295207,0.838844817742208,7.96929418779857e-12,,1.57621476528368,0.0166692110521388,0.56863866375304,1.57621476528368,0,0.363759507863681,0.737764235388471,7.27255321000518e-09,,"exp1","PEO1_exp1"
"PEO1",7,"sigmoid","sigmoid","PEO1","cw069",10,2.40368805244036,53.7162210419817,0.0991252876518776,0.0575404597563649,52.2635931031221,0.0640476099381233,5,0.894678450388749,2.06652833508874e-14,,54.5614894520499,0.239458861046911,0.951662077187554,48.6288190318039,0.218805041100675,5,0.836365273723792,9.86862486899689e-12,,"exp1","PEO1_exp1"
"PEO1",8,"sigmoid","sigmoid","PEO1","gsk923295",10,2.40368805244036,0.133651744963028,-0.667255335579411,0.727063446903777,3.4585679627565,-1,0.337684148499304,0.756784709475327,5.13897860767869e-09,,0.0302229483263292,0.0135391423588417,0.420106124538428,0.0228098231291996,0.23688424253146,2.28141676318117,0.823170281881932,6.95017816099051e-11,,"exp1","PEO1_exp1"
"PEO1",9,"sigmoid","sigmoid","PEO1","oxaliplatin",10,2.40368805244036,16.5547676468024,-0.0479417950071546,0.183310812020143,34.1800495058059,-0.444060819562951,0.876704215315049,0.939879295387234,8.06003385635929e-18,,15.5608895493345,0.16823930314064,0.834352432496021,13.0197216201718,0.0836540625702703,1.02690014475133,0.905158596888901,4.7639981706366e-15,,"exp1","PEO1_exp1"
"PEO1",10,"sigmoid","sigmoid","PEO1","Paclitaxel",10,2.40368805244036,0.000220182718915001,-0.295352476349228,0.717083536568917,0.00025145385332771,-0.26064409360194,3.15927677209103,0.981732977876344,4.6062612578551e-25,,0.000223516837241272,0.081525779260944,0.469364915688364,0.000210849775117216,0.0926386445874255,3.51224774757285,0.973122285643236,1.02681612034549e-22,,"exp1","PEO1_exp1"
"PEO1",11,"sigmoid","sigmoid","PEO1","tozasertib",10,2.40368805244036,2.09665547069919,-0.712778381209061,0.515814353360696,13.7778359661993,-1,0.583524682499863,0.864750844733301,6.8530493309651e-13,,1.29339803285696,0.00970317096868588,0.565670862152301,1.29339803285696,0,0.404209090224774,0.811708080712761,7.04114928170741e-11,,"exp1","PEO1_exp1"
"PEO1",12,"sigmoid","sigmoid","PEO1","volasertib",10,2.40368805244036,0.0189292891347924,-0.705489040269562,1.13476939752121,0.0239410140729142,-0.45731555255069,2.76531698204926,0.891751523821626,3.03322816962117e-14,,0.0191236314974615,0.0102417812333721,0.231538672404757,0.018496891681443,0.0571484429494966,3.64242934090503,0.973887758378813,6.85201302339671e-23,,"exp1","PEO1_exp1"
"PEO23",2,"sigmoid","sigmoid","PEO23","alisertib",10,2.1802008745791,3.13395297935387,-0.35410375727913,0.39121663007858,31.4911188421097,-1,0.476123483354914,0.947444354577954,1.22651039910984e-18,,3.56865038569225,0.0852921416630771,0.668603747504899,3.56865038569225,0,0.517365300648135,0.912908439230359,1.44432533964999e-15,,"exp1","PEO23_exp1"
"PEO23",3,"sigmoid","sigmoid","PEO23","az3146",10,2.1802008745791,5.08335002394563,-0.735305343206383,0.390035996631865,11.7041838468713,-0.927824846838484,1.25818913181644,0.959547959924737,3.14170934220232e-20,,5.13929095567053,0.012341948306878,0.741359877210311,5.13929095567053,0,1.196154234471,0.919934121584478,4.44902266436968e-16,,"exp1","PEO23_exp1"
"PEO23",4,"sigmoid","sigmoid","PEO23","barasertib",10,2.1802008745791,5.83376432820101,-0.674644952765451,0.405236615238956,25.8565660633016,-1,0.737867377705816,0.864137768070862,7.30100133654859e-13,,4.78656451127465,0.020485122883543,0.660486109295589,4.78656451127465,0,0.456439820584808,0.794109846785877,2.45979024635896e-10,,"exp1","PEO23_exp1"
"PEO23",5,"sigmoid","sigmoid","PEO23","bi2536",10,2.1802008745791,0.0845993824855215,-0.749149070740681,0.892223186931623,1.27074920688018,-1,0.405476530320187,0.903885167121407,5.74203469095411e-15,,0.0810298695583922,0.0108363437990558,0.354426446352159,0.0810298695583922,0,0.397854746186754,0.847349109636204,3.73070392790885e-12,,"exp1","PEO23_exp1"
"PEO23",6,"sigmoid","sigmoid","PEO23","cfi400945",10,2.1802008745791,5.0369166972365,-0.547954795274307,0.429692500178092,22.9309492602642,-1,0.724824897636493,0.910542360605214,2.1020549934779e-15,,4.48739629865863,0.0404063809621792,0.642274951735851,4.48739629865863,0,0.497189436307083,0.820003800570489,3.74702587982528e-11,,"exp1","PEO23_exp1"
"PEO23",7,"sigmoid","sigmoid","PEO23","cw069",10,2.1802008745791,46.973687823467,0.0677952078640953,0.0434453849577312,46.0234308275505,0.0485686987734881,5,0.924580482870953,1.92651531274142e-16,,49.6520640045013,0.255653001297585,0.970131971886674,43.4245243356103,0.244165669964979,5,0.874082210981106,2.51894828134842e-13,,"exp1","PEO23_exp1"
"PEO23",8,"sigmoid","sigmoid","PEO23","gsk923295",10,2.1802008745791,0.824369489994242,-0.705514383324179,0.561419391885002,9.6690186198793,-1,0.446216109888311,0.81062011966377,1.75390800505088e-10,,0.87504393923162,0.0153799799556884,0.551581442535407,0.87504393923162,0,0.384977971467576,0.777024021664614,1.59031829341473e-09,,"exp1","PEO23_exp1"
"PEO23",9,"sigmoid","sigmoid","PEO23","oxaliplatin",10,2.1802008745791,30.6371918003688,0.1038481114081,0.110656844879728,58.6848807828259,-0.420601469414932,0.939153401422572,0.897295514807895,1.45295358306341e-14,,33.107171837908,0.274585064245397,0.906803830152576,24.3308956622663,0.142055500812125,1.08515240423319,0.851457532057088,2.54629602751974e-12,,"exp1","PEO23_exp1"
"PEO23",10,"sigmoid","sigmoid","PEO23","Paclitaxel",10,2.1802008745791,0.000505064445547464,0.237734316015083,0.384923301784771,0.000335441770826474,0.289530493057104,2.11433944853749,0.949563332870776,6.8936515486273e-19,,0.000559088923351582,0.352376006002528,0.662149303111609,0.000297009929383814,0.38801294989648,2.36541221528449,0.946402994132167,1.61423740470638e-18,,"exp1","PEO23_exp1"
"PEO23",11,"sigmoid","sigmoid","PEO23","tozasertib",10,2.1802008745791,2.23283929195506,-0.726737395773217,0.500133119428124,10.8002695859993,-1,0.696957630831625,0.964074384129825,5.9656683686147e-21,,2.12713736408053,0.0132324007771464,0.616786894095763,2.12713736408053,0,0.618468980625576,0.934471853925341,2.69147490404558e-17,,"exp1","PEO23_exp1"
"PEO23",12,"sigmoid","sigmoid","PEO23","volasertib",10,2.1802008745791,0.13507605371776,-0.727845241068368,0.839869411088428,1.51256829518626,-1,0.454775137585538,0.916858359027796,7.54154431509687e-16,,0.14322110752512,0.0130511269376181,0.401284473365827,0.14322110752512,0,0.516381359371119,0.884967230133202,7.10398575196082e-14,,"exp1","PEO23_exp1"
"COV318",2,"sigmoid","sigmoid","COV318","alisertib",10,2.37387688309862,8.90451795895865,-0.231420295030782,0.316190132859246,49.9974620449344,-1,0.636724074160224,0.918255921146139,5.94823694213917e-16,,8.84177841654581,0.10378250379503,0.707521060466856,8.84177841654581,0,0.68492929901108,0.828814470190545,1.85583225254285e-11,,"exp2","COV318_exp2"
"COV318",3,"sigmoid","sigmoid","COV318","az3146",10,2.37387688309862,11.1082517411652,-0.674907570804828,0.307644843743073,19.8570672224323,-0.800718726257519,1.64591266542309,0.977827853688079,6.93918236619706e-24,,11.0700008826808,0.0138823411197683,0.763278785121415,11.0700008826808,0,1.67069575265178,0.937994300919875,1.24177386752514e-17,,"exp2","COV318_exp2"
"COV318",4,"sigmoid","sigmoid","COV318","barasertib",10,2.37387688309862,293762.668913777,0.739738386690814,0.0815732774421302,127.207678337874,0.475034466576147,0.38698844222792,0.395566123872687,0.000868726672215501,,16977.65854574,0.718320134177841,0.912053013222026,126.239205459184,0.427169427237189,0.393039295080502,0.393544540022591,0.000910300425291093,,"exp2","COV318_exp2"
"COV318",5,"sigmoid","sigmoid","COV318","bi2536",10,2.37387688309862,0.741770004802117,-0.703211807984687,0.636577617152921,4.6896762332368,-1,0.595751013352458,0.979710961987311,2.00290514199337e-24,,0.661145485769543,0.0108026528769311,0.51292517186319,0.661145485769543,0,0.657322145891195,0.951085923397783,4.48821890645883e-19,,"exp2","COV318_exp2"
"COV318",6,"sigmoid","sigmoid","COV318","cfi400945",10,2.37387688309862,12.5557587655324,-0.654395656164802,0.351821470239453,14.892691845403,-0.655723860677607,4.90871301199338,0.971452982398532,2.38698889967415e-22,,13.0593750277708,0.0161688029790992,0.744610524498564,13.0017668402713,0.0101204932713249,4.62533296322511,0.898879664813758,1.16879678175823e-14,,"exp2","COV318_exp2"
