"X","Field_ID","Plate","Compound","Concentration","Cell.Type","Nuclei.Number","Nuclei.Sum"
849,"Plate23.1.2_F5","Plate23","Stain1",NA,"TOV-3133 D",62,1738
850,"Plate23.1.2_F4","Plate23","Stain1",NA,"TOV-3133 D",46,1738
851,"Plate23.1.3_F1","Plate23","Stain1",NA,"TOV-3133 D",40,1738
852,"Plate23.1.3_F2","Plate23","Stain1",NA,"TOV-3133 D",31,1738
853,"Plate23.1.3_F3","Plate23","Stain1",NA,"TOV-3133 D",43,1738
854,"Plate23.2.1_F1","Plate23","Stain1",NA,"TOV-3121 EP",53,1053
855,"Plate23.2.1_F5","Plate23","Stain1",NA,"TOV-3121 EP",36,1053
856,"Plate23.2.1_F2","Plate23","Stain1",NA,"TOV-3121 EP",100,1053
857,"Plate23.2.1_F3","Plate23","Stain1",NA,"TOV-3121 EP",30,1053
858,"Plate23.2.1_F4","Plate23","Stain1",NA,"TOV-3121 EP",61,1053
859,"Plate23.2.2_F2","Plate23","Stain1",NA,"TOV-3121 EP",60,1053
860,"Plate23.2.2_F5","Plate23","Stain1",NA,"TOV-3121 EP",49,1053
861,"Plate23.2.2_F1","Plate23","Stain1",NA,"TOV-3121 EP",54,1053
862,"Plate23.2.2_F3","Plate23","Stain1",NA,"TOV-3121 EP",49,1053
863,"Plate23.2.2_F4","Plate23","Stain1",NA,"TOV-3121 EP",51,1053
864,"Plate23.2.3_F1","Plate23","Stain1",NA,"TOV-3121 EP",41,1053
865,"Plate23.2.3_F5","Plate23","Stain1",NA,"TOV-3121 EP",39,1053
866,"Plate23.2.3_F2","Plate23","Stain1",NA,"TOV-3121 EP",56,1053
867,"Plate23.2.3_F4","Plate23","Stain1",NA,"TOV-3121 EP",51,1053
868,"Plate25.1.1_F4","Plate25","Stain1",NA,"TOV-3041G",162,3746
869,"Plate25.1.1_F2","Plate25","Stain1",NA,"TOV-3041G",186,3746
870,"Plate25.1.1_F5","Plate25","Stain1",NA,"TOV-3041G",143,3746
871,"Plate25.1.1_F1","Plate25","Stain1",NA,"TOV-3041G",156,3746
872,"Plate25.1.1_F3","Plate25","Stain1",NA,"TOV-3041G",188,3746
873,"Plate25.1.2_F2","Plate25","Stain1",NA,"TOV-3041G",187,3746
874,"Plate25.1.2_F5","Plate25","Stain1",NA,"TOV-3041G",158,3746
875,"Plate25.1.2_F4","Plate25","Stain1",NA,"TOV-3041G",173,3746
876,"Plate25.1.2_F1","Plate25","Stain1",NA,"TOV-3041G",152,3746
877,"Plate25.1.2_F3","Plate25","Stain1",NA,"TOV-3041G",173,3746
878,"Plate25.1.3_F5","Plate25","Stain1",NA,"TOV-3041G",159,3746
879,"Plate25.1.3_F1","Plate25","Stain1",NA,"TOV-3041G",168,3746
880,"Plate25.1.3_F4","Plate25","Stain1",NA,"TOV-3041G",170,3746
881,"Plate25.1.3_F2","Plate25","Stain1",NA,"TOV-3041G",155,3746
882,"Plate25.1.3_F3","Plate25","Stain1",NA,"TOV-3041G",188,3746
883,"Plate25.2.1_F2","Plate25","Stain1",NA,"TOV-1946",40,2357
884,"Plate25.2.1_F3","Plate25","Stain1",NA,"TOV-1946",70,2357
885,"Plate25.2.1_F5","Plate25","Stain1",NA,"TOV-1946",50,2357
886,"Plate25.2.1_F1","Plate25","Stain1",NA,"TOV-1946",91,2357
887,"Plate25.2.2_F5","Plate25","Stain1",NA,"TOV-1946",95,2357
888,"Plate25.2.2_F3","Plate25","Stain1",NA,"TOV-1946",33,2357
889,"Plate25.2.2_F2","Plate25","Stain1",NA,"TOV-1946",76,2357
890,"Plate25.2.2_F1","Plate25","Stain1",NA,"TOV-1946",98,2357
891,"Plate25.2.3_F5","Plate25","Stain1",NA,"TOV-1946",42,2357
892,"Plate25.2.3_F1","Plate25","Stain1",NA,"TOV-1946",92,2357
908,"Plate30.1.1_F1","Plate30","Stain1",NA,"TOV-3121 EP",61,1053
909,"Plate30.1.1_F4","Plate30","Stain1",NA,"TOV-3121 EP",40,1053
910,"Plate30.1.2_F2","Plate30","Stain1",NA,"TOV-3121 EP",42,1053
911,"Plate30.1.2_F1","Plate30","Stain1",NA,"TOV-3121 EP",58,1053
912,"Plate30.1.3_F4","Plate30","Stain1",NA,"TOV-3121 EP",45,1053
913,"Plate30.1.3_F1","Plate30","Stain1",NA,"TOV-3121 EP",46,1053
914,"Plate30.1.3_F2","Plate30","Stain1",NA,"TOV-3121 EP",31,1053
915,"Plate30.2.2_F1","Plate30","Stain1",NA,"TOV-3133G",71,1879
916,"Plate30.2.2_F2","Plate30","Stain1",NA,"TOV-3133G",130,1879
917,"Plate30.2.2_F4","Plate30","Stain1",NA,"TOV-3133G",167,1879
918,"Plate30.2.2_F5","Plate30","Stain1",NA,"TOV-3133G",42,1879
919,"Plate30.2.2_F3","Plate30","Stain1",NA,"TOV-3133G",58,1879
920,"Plate30.2.3_F3","Plate30","Stain1",NA,"TOV-3133G",151,1879
921,"Plate30.2.3_F4","Plate30","Stain1",NA,"TOV-3133G",221,1879
922,"Plate30.2.3_F5","Plate30","Stain1",NA,"TOV-3133G",195,1879
923,"Plate30.2.3_F2","Plate30","Stain1",NA,"TOV-3133G",282,1879
924,"Plate30.2.3_F1","Plate30","Stain1",NA,"TOV-3133G",283,1879
925,"Plate30.3.2_F1","Plate30","Stain1",NA,"TOV-2929 D",99,142
926,"Plate30.3.3_F1","Plate30","Stain1",NA,"TOV-2929 D",43,142
927,"Plate30.4.1_F1","Plate30","Stain1",NA,"TOV-2978 G",67,434
928,"Plate30.4.1_F5","Plate30","Stain1",NA,"TOV-2978 G",48,434
929,"Plate30.4.1_F4","Plate30","Stain1",NA,"TOV-2978 G",36,434
930,"Plate30.4.2_F4","Plate30","Stain1",NA,"TOV-2978 G",50,434
931,"Plate30.4.2_F1","Plate30","Stain1",NA,"TOV-2978 G",77,434
932,"Plate30.4.2_F5","Plate30","Stain1",NA,"TOV-2978 G",42,434
933,"Plate30.4.3_F5","Plate30","Stain1",NA,"TOV-2978 G",67,434
934,"Plate30.4.3_F1","Plate30","Stain1",NA,"TOV-2978 G",47,434
935,"Plate31.1.1_F4","Plate31","Stain1",NA,"TOV-2881 EP",98,1026
936,"Plate31.1.1_F2","Plate31","Stain1",NA,"TOV-2881 EP",79,1026
937,"Plate31.1.1_F1","Plate31","Stain1",NA,"TOV-2881 EP",55,1026
938,"Plate31.1.1_F3","Plate31","Stain1",NA,"TOV-2881 EP",49,1026
939,"Plate31.1.1_F5","Plate31","Stain1",NA,"TOV-2881 EP",45,1026
940,"Plate31.1.2_F3","Plate31","Stain1",NA,"TOV-2881 EP",93,1026
941,"Plate31.1.2_F2","Plate31","Stain1",NA,"TOV-2881 EP",101,1026
942,"Plate31.1.2_F5","Plate31","Stain1",NA,"TOV-2881 EP",55,1026
943,"Plate31.1.2_F4","Plate31","Stain1",NA,"TOV-2881 EP",68,1026
944,"Plate31.1.3_F4","Plate31","Stain1",NA,"TOV-2881 EP",47,1026
945,"Plate31.1.3_F3","Plate31","Stain1",NA,"TOV-2881 EP",81,1026
946,"Plate31.1.3_F2","Plate31","Stain1",NA,"TOV-2881 EP",139,1026
947,"Plate31.1.3_F1","Plate31","Stain1",NA,"TOV-2881 EP",66,1026
948,"Plate31.1.3_F5","Plate31","Stain1",NA,"TOV-2881 EP",50,1026
949,"Plate31.2.1_F2","Plate31","Stain1",NA,"TOV-2295",62,691
950,"Plate31.2.1_F3","Plate31","Stain1",NA,"TOV-2295",46,691
951,"Plate31.2.1_F1","Plate31","Stain1",NA,"TOV-2295",58,691
952,"Plate31.2.2_F4","Plate31","Stain1",NA,"TOV-2295",96,691
953,"Plate31.2.2_F1","Plate31","Stain1",NA,"TOV-2295",36,691
954,"Plate31.2.2_F2","Plate31","Stain1",NA,"TOV-2295",117,691
955,"Plate31.2.3_F3","Plate31","Stain1",NA,"TOV-2295",88,691
956,"Plate31.2.3_F2","Plate31","Stain1",NA,"TOV-2295",70,691
957,"Plate31.2.3_F5","Plate31","Stain1",NA,"TOV-2295",39,691
958,"Plate31.2.3_F4","Plate31","Stain1",NA,"TOV-2295",79,691
959,"Plate31.3.1_F3","Plate31","Stain1",NA,"TOV-3133 D",53,1738
960,"Plate31.3.1_F2","Plate31","Stain1",NA,"TOV-3133 D",135,1738
961,"Plate31.3.1_F5","Plate31","Stain1",NA,"TOV-3133 D",62,1738
962,"Plate31.3.1_F4","Plate31","Stain1",NA,"TOV-3133 D",35,1738
963,"Plate31.3.1_F1","Plate31","Stain1",NA,"TOV-3133 D",31,1738
964,"Plate31.3.2_F2","Plate31","Stain1",NA,"TOV-3133 D",58,1738
965,"Plate31.3.2_F3","Plate31","Stain1",NA,"TOV-3133 D",88,1738
966,"Plate31.3.2_F4","Plate31","Stain1",NA,"TOV-3133 D",125,1738
967,"Plate31.3.2_F5","Plate31","Stain1",NA,"TOV-3133 D",77,1738
968,"Plate31.3.2_F1","Plate31","Stain1",NA,"TOV-3133 D",37,1738
969,"Plate31.3.3_F4","Plate31","Stain1",NA,"TOV-3133 D",108,1738
970,"Plate31.3.3_F1","Plate31","Stain1",NA,"TOV-3133 D",79,1738
971,"Plate31.3.3_F3","Plate31","Stain1",NA,"TOV-3133 D",81,1738
972,"Plate31.3.3_F5","Plate31","Stain1",NA,"TOV-3133 D",105,1738
973,"Plate31.3.3_F2","Plate31","Stain1",NA,"TOV-3133 D",134,1738
