"Row","Column","Timepoint","Centrosomes...Number.of.Objects","Centrosomes...Relative.Spot.Intensity...Mean.per.Well","Centrosomes...Spot.Contrast...Mean.per.Well","Centrosomes...Spot.Area..µm.....Mean.per.Well","Centrosomes...Spot.Roundness...Mean.per.Well","Centrosomes...Spot.Ratio.Width.to.Length...Mean.per.Well","Centrosomes...Intensity...Cep164.Mean...Mean.per.Well","Centrosomes...Intensity...Cep164.Contrast...Mean.per.Well","Centrosomes...Cep164.pos.Centrosomes...Mean.per.Well","Nuclei.Selected...Number.of.Objects","Nuclei.Selected...Nucleus.Area..µm.....Mean.per.Well","Nuclei.Selected...Nucleus.Roundness...Mean.per.Well","Nuclei.Selected...Nucleus.Ratio.Width.to.Length...Mean.per.Well","Nuclei.Selected...Intensity.Nuclei.Mean...Mean.per.Well","Cep164.pos.Centrosomes...Number.of.Objects","Number.of.Analyzed.Fields","Time..s.","Compound","Concentration","Cell.Type","Cell.Count","X","Plate"
1,9,0,504,0.410548548502,0.667339692773,2.88808629433,0.943357775525,0.835204534887,771.139496964,0.286014622312,0.986111111111,471,160.75758164,0.862086576188,0.678889301428,10527.5032501,497,5,0,"Stain3",NA,"SNU-119",15000,NA,"Plate21"
2,7,0,234,0.453009916975,0.679436389291,3.02042918301,0.948160431937,0.879619361649,1167.69048778,0.398023530964,0.974358974359,284,183.597347113,0.851782739908,0.633589642255,10799.7315799,228,5,0,"Stain3",NA,"JHOS-2",15000,NA,"Plate21"
2,8,0,203,0.4244227739,0.657170988769,2.96755626349,0.933627084988,0.850874154674,1058.65418944,0.396273711123,0.955665024631,274,175.000727867,0.872626078499,0.670180328231,12259.5582534,194,5,0,"Stain3",NA,"JHOS-2",15000,NA,"Plate21"
2,9,0,227,0.442316818685,0.679184923726,2.99401954458,0.941505940879,0.867283761818,1613.77860537,0.397300134016,0.964757709251,255,190.931610731,0.887992575242,0.681977600408,11035.8530353,219,5,0,"Stain3",NA,"JHOS-2",15000,NA,"Plate21"
3,7,0,1054,0.448204336025,0.658662452662,2.93898628845,0.946031046107,0.856176768441,1364.23836036,0.504767497929,0.993358633776,886,134.424005979,0.87657392671,0.64501555194,10172.1592532,1047,5,0,"Stain3",NA,"Kuramochi",15000,NA,"Plate21"
3,8,0,895,0.453878151246,0.662553412323,2.93746633987,0.94861024566,0.858614407187,1474.38781881,0.519992452515,0.987709497207,746,141.264633992,0.886141389632,0.652649104342,10277.6201604,884,5,0,"Stain3",NA,"Kuramochi",15000,NA,"Plate21"
3,9,0,913,0.449200050934,0.661076865304,2.91124924959,0.946473709216,0.851163988581,1414.57825148,0.506540450903,0.985761226725,744,136.029494428,0.873982724526,0.640344922456,10430.3416669,900,5,0,"Stain3",NA,"Kuramochi",15000,NA,"Plate21"
1,7,0,233,0.506034603641,0.714404549133,3.00338850707,0.954722327659,0.887979086656,1602.73888998,0.370865955081,0.969957081545,186,97.9171833133,0.781471048341,0.586417555384,14066.2638003,226,5,0,"Stain3",NA,"TYK-nu",20000,NA,"Plate22"
1,8,0,170,0.511121665972,0.715131606705,2.98022713839,0.961208917529,0.889799561358,1802.46988975,0.363606731503,0.976470588235,141,100.7093048,0.814329478637,0.607794830892,12861.5805225,166,5,0,"Stain3",NA,"TYK-nu",20000,NA,"Plate22"
1,9,0,141,0.507309596286,0.709304476144,3.0138936205,0.958779320842,0.893416316809,1690.20093256,0.379033811559,0.985815602837,120,101.635052562,0.786610276858,0.597811699654,14825.8045212,139,5,0,"Stain3",NA,"TYK-nu",20000,NA,"Plate22"
2,7,0,937,0.516417810598,0.728378861376,3.0295787862,0.961383441331,0.901753019581,715.938697569,0.281141891609,0.980789754536,907,135.153126454,0.919004450848,0.710675131954,7829.6102398,919,5,0,"Stain3",NA,"TYK-nu.CP-r",15000,NA,"Plate22"
2,8,0,917,0.515084408156,0.727460946889,3.0344570919,0.959561441684,0.899694189506,693.586630337,0.260040761468,0.9760087241,925,136.631194924,0.915311954604,0.712589064414,7984.6851873,895,5,0,"Stain3",NA,"TYK-nu.CP-r",15000,NA,"Plate22"
2,9,0,1043,0.506971571367,0.721530765918,3.02600023844,0.957886497496,0.895263429891,677.529579584,0.247397941026,0.97794822627,1063,136.737005212,0.903760775795,0.698310014491,7387.6619726,1020,5,0,"Stain3",NA,"TYK-nu.CP-r",15000,NA,"Plate22"
1,7,0,73,0.378639544027,0.62693639205,2.91073973566,0.932386317935,0.832832158172,432.772422073,0.148908218209,0.958904109589,79,251.071079508,0.748437891037,0.561008958291,4795.12623331,70,1,0,"Stain3",NA,"TOV-3133 D",15000,NA,"Plate23"
1,8,0,45,0.417611182007,0.648136035717,2.96773046271,0.948854765671,0.857813702161,427.78012672,0.185162677646,0.955555555556,42,347.090525165,0.886932076093,0.667541238729,5090.59749612,43,1,0,"Stain3",NA,"TOV-3133 D",15000,NA,"Plate23"
1,9,0,81,0.367264683451,0.631928777897,2.72021124131,0.929152143427,0.784747738424,551.948310252,0.108653596236,0.827160493827,39,325.120824575,0.846845582315,0.61871642097,5869.30022893,67,1,0,"Stain3",NA,"TOV-3133 D",15000,NA,"Plate23"
2,7,0,85,0.376319580068,0.662668493233,2.92443298275,0.927560588851,0.816755149291,407.770527989,0.146905645389,0.858823529412,63,250.952702323,0.960753470986,0.774478681244,6708.89133058,73,1,0,"Stain3",NA,"TOV-3121 EP",15000,NA,"Plate23"
2,8,0,71,0.370908557455,0.644570339965,2.93156568246,0.919042407505,0.821163506191,407.850004198,0.152849624055,0.901408450704,64,235.079622581,0.933611845946,0.737494447944,6218.29190763,64,1,0,"Stain3",NA,"TOV-3121 EP",15000,NA,"Plate23"
2,9,0,73,0.374080051116,0.644016817012,2.87436704808,0.932278615925,0.820029227836,444.656330746,0.138861792325,0.917808219178,65,242.721502679,0.954930345325,0.763878421035,7235.52512422,67,1,0,"Stain3",NA,"TOV-3121 EP",15000,NA,"Plate23"
1,7,0,238,0.361786220347,0.56666804947,2.79004337195,0.929827837571,0.806320693131,1439.6438067,0.446383935715,0.978991596639,171,201.758903038,0.947097811274,0.693549602739,8164.09813453,233,1,0,"Stain3",NA,"TOV-3041G",20000,NA,"Plate25"
1,8,0,241,0.383988412446,0.575769375403,2.88407680873,0.941992984374,0.841525032431,1419.26880336,0.439679129675,0.983402489627,178,191.116823605,0.940992763135,0.695396286271,8218.7051456,237,1,0,"Stain3",NA,"TOV-3041G",20000,NA,"Plate25"
1,9,0,213,0.368914897792,0.565334911791,2.86955325397,0.933090678382,0.818288468999,1370.65866383,0.440588226296,0.976525821596,169,203.650974942,0.938086859719,0.70222883311,8772.46736407,208,1,0,"Stain3",NA,"TOV-3041G",20000,NA,"Plate25"
2,7,0,80,0.443013167092,0.662496997926,3.03570863862,0.951098449101,0.885349013956,895.503059082,0.153540730691,0.9125,63,107.239058953,0.894243188118,0.638651787241,9868.38269737,73,1,0,"Stain3",NA,"TOV-1946",15000,NA,"Plate25"
2,8,0,134,0.489955876253,0.68823139676,3.04366879647,0.96023677579,0.904703870287,877.131221548,0.196171012881,0.977611940299,124,100.834105109,0.871891254007,0.621933884647,13316.208835,131,1,0,"Stain3",NA,"TOV-1946",15000,NA,"Plate25"
2,9,0,121,0.456356472027,0.667000891429,3.00169316894,0.955766826296,0.879642054838,730.713414462,0.168627041779,0.933884297521,99,110.791738553,0.862663470971,0.592098798006,12490.8471161,113,1,0,"Stain3",NA,"TOV-1946",15000,NA,"Plate25"
1,7,0,175,0.414783197474,0.67631089586,2.97389050893,0.951640690694,0.859236202844,1033.56110058,0.293008986179,0.925714285714,135,230.042026498,0.845016760575,0.66183491476,9085.91825328,162,5,0,"Stain3",NA,"TOV-3121 EP",5000,NA,"Plate30"
1,8,0,149,0.40695139732,0.672451656198,2.94675441959,0.94357672197,0.8412942672,1481.58098841,0.304389944692,0.919463087248,118,246.851217233,0.841255752562,0.665010370424,10819.406597,137,5,0,"Stain3",NA,"TOV-3121 EP",5000,NA,"Plate30"
1,9,0,148,0.401062608584,0.658875600445,2.92698370761,0.944370681362,0.841505269825,1173.01759301,0.268562500729,0.918918918919,118,209.966560445,0.858215984893,0.669890251929,11228.0753369,136,5,0,"Stain3",NA,"TOV-3121 EP",5000,NA,"Plate30"
2,7,0,22,0.400000903328,0.640452692706,2.87606570155,0.947100318562,0.82793477272,1594.44056518,0.256456013419,0.863636363636,89,115.529633641,0.542642646376,0.420107688707,4360.28078018,19,5,0,"Stain3",NA,"TOV-3133G",10000,NA,"Plate30"
2,8,0,15,0.406575111999,0.668957776618,2.97166181615,0.957782574867,0.863810282947,1992.57092888,0.128291669952,0.8,13,142.706232333,0.781229811091,0.585203410083,18924.7419192,12,5,0,"Stain3",NA,"TOV-3133G",10000,NA,"Plate30"
2,9,0,8,0.425155067503,0.697861995937,2.98703765341,0.93260570316,0.847666801866,2177.14905574,0.184005191165,0.875,21,2207.00910702,0.479918847017,0.386542911308,5406.20594631,7,5,0,"Stain3",NA,"TOV-3133G",10000,NA,"Plate30"
3,7,0,237,0.434108219782,0.672909157526,2.92971649412,0.945245874944,0.849286421405,1272.60223262,0.210100947513,0.932489451477,179,126.900248099,0.774075057076,0.601493793751,11810.2857159,221,5,0,"Stain3",NA,"TOV-2929 D",10000,NA,"Plate30"
3,8,0,188,0.433885701049,0.67146820114,2.95161019236,0.947081294791,0.856063223043,1399.25197446,0.22732631556,0.962765957447,164,122.676542921,0.748292749407,0.577380938816,12247.1961429,181,5,0,"Stain3",NA,"TOV-2929 D",10000,NA,"Plate30"
3,9,0,307,0.413351454043,0.651087362278,2.90668922281,0.941657243518,0.838120982268,1332.66013552,0.246406969388,0.954397394137,201,155.052696829,0.825046668794,0.644328740091,13456.2650421,293,5,0,"Stain3",NA,"TOV-2929 D",10000,NA,"Plate30"
4,7,0,259,0.40187963869,0.669466178825,2.9318488374,0.945517708218,0.838009122855,712.008739662,0.20969969591,0.953667953668,210,241.782844393,0.76482372228,0.593024504715,9991.48582238,247,5,0,"Stain3",NA,"TOV-2978 G",10000,NA,"Plate30"
4,8,0,173,0.40886546899,0.681554373157,2.96014673825,0.947790678915,0.844246550717,700.38526805,0.206636500223,0.890173410405,136,271.360971294,0.793005484423,0.614623723186,9821.14801056,154,5,0,"Stain3",NA,"TOV-2978 G",10000,NA,"Plate30"
4,9,0,184,0.408959109551,0.683628777356,2.94839424481,0.94293930023,0.839692526695,784.687784473,0.211722151265,0.896739130435,160,234.300758399,0.758628442211,0.581152750711,10642.3780591,165,5,0,"Stain3",NA,"TOV-2978 G",10000,NA,"Plate30"
1,7,0,535,0.445245545002,0.688865466923,2.93469184374,0.94995166529,0.855357790961,1222.85561245,0.393439474608,0.973831775701,399,191.456742256,0.890347707216,0.668746171682,9847.82485997,521,5,0,"Stain3",NA,"TOV-2881 EP",10000,NA,"Plate31"
1,8,0,498,0.442515507144,0.687680353154,2.91615662465,0.946626483834,0.846948119136,1101.97650807,0.379582315545,0.975903614458,369,201.495856494,0.900061186965,0.67116815821,10389.4144144,486,5,0,"Stain3",NA,"TOV-2881 EP",10000,NA,"Plate31"
1,9,0,480,0.441416223395,0.692311769698,2.92468083213,0.950145356698,0.850390467865,1223.49769143,0.359088028666,0.975,340,197.83813138,0.877403036504,0.655790889033,10600.5679202,468,5,0,"Stain3",NA,"TOV-2881 EP",10000,NA,"Plate31"
2,7,0,541,0.414332014123,0.674286455952,2.91308289134,0.940927105509,0.833782140086,1133.99632318,0.272215765878,0.950092421442,375,176.347752871,0.785673193587,0.564090250869,10898.2745591,514,5,0,"Stain3",NA,"TOV-2295",10000,NA,"Plate31"
2,8,0,325,0.417630341696,0.671237110845,2.95217290335,0.943343708995,0.848711133508,1226.54189858,0.294489517822,0.975384615385,246,169.680379462,0.759088765612,0.546353385364,12426.4134718,317,5,0,"Stain3",NA,"TOV-2295",10000,NA,"Plate31"
2,9,0,463,0.39759676307,0.660788447215,2.85045647205,0.936185617802,0.815174274879,1168.00462768,0.287926654457,0.950323974082,346,174.626681564,0.779396073895,0.56868697847,11660.3795117,440,5,0,"Stain3",NA,"TOV-2295",10000,NA,"Plate31"
3,7,0,410,0.443608647031,0.675283238316,2.91945008441,0.94543849121,0.849029975039,1387.33412167,0.418515471622,0.978048780488,272,193.107158256,0.897031140898,0.653296978019,10804.3229762,401,5,0,"Stain3",NA,"TOV-3133 D",10000,NA,"Plate31"
3,8,0,725,0.423041820643,0.660044144476,2.86889729988,0.940067350968,0.83070758844,1243.35687825,0.469754288477,0.980689655172,526,178.37989066,0.89082628037,0.651079090225,11513.6109889,711,5,0,"Stain3",NA,"TOV-3133 D",10000,NA,"Plate31"
3,9,0,719,0.434582852901,0.67530274673,2.88413814012,0.946496053955,0.836918590133,1296.52386218,0.463388966869,0.968011126565,486,182.211491383,0.891794207453,0.64988109995,10337.7685022,696,5,0,"Stain3",NA,"TOV-3133 D",10000,NA,"Plate31"
