"Row","Column","Timepoint","Centrosomes...Number.of.Objects","Centrosomes...Relative.Spot.Intensity...Mean.per.Well","Centrosomes...Spot.Contrast...Mean.per.Well","Centrosomes...Spot.Area..µm.....Mean.per.Well","Centrosomes...Spot.Roundness...Mean.per.Well","Centrosomes...Spot.Ratio.Width.to.Length...Mean.per.Well","Centrosomes...Intensity...Centrin.3.Mean...Mean.per.Well","Centrosomes...Intensity...Centrin.3.Contrast...Mean.per.Well","Centrosomes...Centrin3.pos.Centrosomes...Mean.per.Well","Nuclei.Selected...Number.of.Objects","Nuclei.Selected...Nucleus.Area..µm.....Mean.per.Well","Nuclei.Selected...Nucleus.Roundness...Mean.per.Well","Nuclei.Selected...Nucleus.Ratio.Width.to.Length...Mean.per.Well","Nuclei.Selected...Intensity.Nuclei.Mean...Mean.per.Well","Centrin3.pos.Centrosomes...Number.of.Objects","Number.of.Analyzed.Fields","Time..s.","Compound","Concentration","Cell.Type","Cell.Count","X","Plate"
4,4,0,470,0.395677608036,0.63910903644,2.7575218235,0.928861548547,0.798420399977,358.575476883,0.143814792192,0.902127659574,248,146.298885312,0.826557896317,0.650204086282,12072.6114695,424,5,0,"Stain2",NA,"OAW28 NL",10000,NA,"Plate10"
4,5,0,579,0.362705233454,0.610193614561,2.668150404,0.916561067894,0.778469045279,347.618492942,0.128109209719,0.884283246978,259,154.069797774,0.849879359346,0.666998666933,11935.7113464,512,5,0,"Stain2",NA,"OAW28 NL",10000,NA,"Plate10"
4,6,0,438,0.369817520806,0.616192435899,2.6814385078,0.913904692136,0.768772249718,366.462516697,0.138785971217,0.892694063927,235,147.576159695,0.805579361154,0.634533157283,10790.8530743,391,5,0,"Stain2",NA,"OAW28 NL",10000,NA,"Plate10"
5,4,0,925,0.389637919493,0.640720553755,2.63412939149,0.908012844909,0.770142350509,320.345350985,0.131894553009,0.851891891892,382,116.569832157,0.869752242433,0.634648928378,9844.44316939,788,5,0,"Stain2",NA,"OVSAHO",30000,NA,"Plate10"
5,5,0,1345,0.379609935918,0.636774123573,2.58319483919,0.904572526207,0.760591906676,313.265220584,0.125584321473,0.820074349442,523,116.94043589,0.881507600656,0.647515190986,9852.81889236,1103,5,0,"Stain2",NA,"OVSAHO",30000,NA,"Plate10"
5,6,0,1260,0.395378647262,0.645276259695,2.62820437266,0.911339849325,0.772055200207,315.362961673,0.126275033552,0.847619047619,525,114.521177837,0.875265312245,0.643776002439,10479.214106,1068,5,0,"Stain2",NA,"OVSAHO",30000,NA,"Plate10"
1,4,0,424,0.378858061663,0.626691153044,2.59613496203,0.903771727669,0.759572342596,364.389881917,0.168729592341,0.891509433962,228,121.919430971,0.847825020517,0.663664312626,10647.0953649,378,5,0,"Stain2",NA,"OV-1369(2)",10000,NA,"Plate11"
1,5,0,505,0.399275885748,0.64491543941,2.65984048513,0.911304707034,0.767984559793,381.318609577,0.195467714972,0.940594059406,298,117.860984968,0.860585024792,0.668305823365,11346.2701075,475,5,0,"Stain2",NA,"OV-1369(2)",10000,NA,"Plate11"
1,6,0,393,0.396307418881,0.639008233491,2.68158489493,0.919480432568,0.777491292053,355.892359213,0.177793911723,0.936386768448,250,119.768780223,0.833962577006,0.64136800739,11263.3953136,368,5,0,"Stain2",NA,"OV-1369(2)",10000,NA,"Plate11"
2,4,0,249,0.440207956419,0.659929169647,2.91124185537,0.939753788137,0.851518764392,406.172722237,0.182710349773,1,197,99.9011334494,0.813976261987,0.603320201479,14288.0740504,249,5,0,"Stain2",NA,"OV-1946",5000,NA,"Plate11"
2,5,0,138,0.4272181114,0.639140442983,2.91720480938,0.948736209495,0.860624607834,424.840159859,0.158844062389,0.985507246377,96,100.31327267,0.784939622704,0.602140733982,15242.4334342,136,5,0,"Stain2",NA,"OV-1946",5000,NA,"Plate11"
2,6,0,25,0.413344907754,0.629458741585,2.83640562335,0.940585649127,0.837625872139,346.671371595,0.146261834865,1,36,85.7690393609,0.731279939841,0.537408961962,10217.5117847,25,5,0,"Stain2",NA,"OV-1946",5000,NA,"Plate11"
3,4,0,912,0.426236341881,0.663146428414,2.74603227638,0.929653189303,0.802278063963,262.057027591,0.0819754687981,0.90899122807,580,108.870411768,0.841657550453,0.668421357389,7895.90957,829,5,0,"Stain2",NA,"OV-2085",30000,NA,"Plate11"
3,5,0,1268,0.434887763552,0.67439707935,2.76137355713,0.930369273624,0.804392590239,283.339944281,0.0993133919742,0.925867507886,742,110.713792666,0.84620086922,0.669695902867,7202.04153853,1174,5,0,"Stain2",NA,"OV-2085",30000,NA,"Plate11"
3,6,0,871,0.407260209154,0.650429425501,2.7122113832,0.920978654538,0.787827615927,265.320758676,0.0873489113684,0.910447761194,483,108.007747466,0.863690232577,0.676674161986,8531.73556279,793,5,0,"Stain2",NA,"OV-2085",30000,NA,"Plate11"
4,4,0,1615,0.420486358388,0.664898683143,2.70963627597,0.923093918336,0.789525503878,302.156074454,0.133402465611,0.902167182663,962,134.970406249,0.887802509168,0.694885073664,6222.20941568,1457,5,0,"Stain2",NA,"OV-2085(2)",30000,NA,"Plate11"
4,5,0,1666,0.407673519665,0.651292277101,2.6668469461,0.919049010928,0.778108241146,280.486011658,0.110917428752,0.891956782713,935,132.358054305,0.885802986175,0.69569228496,6159.78663868,1486,5,0,"Stain2",NA,"OV-2085(2)",30000,NA,"Plate11"
4,6,0,1454,0.426107318974,0.664842008111,2.73052285577,0.927175998757,0.79525285009,275.468062724,0.104720950322,0.910591471802,872,131.78251131,0.888175417176,0.694325981554,6595.92517179,1324,5,0,"Stain2",NA,"OV-2085(2)",30000,NA,"Plate11"
5,4,0,1089,0.412942899205,0.670049677403,2.70258920699,0.915902469451,0.788252447186,261.831809004,0.0881792164335,0.804407713499,442,225.889311599,0.866235841233,0.653855484141,9114.13110892,876,5,0,"Stain2",NA,"OV-2978",10000,NA,"Plate11"
5,5,0,1208,0.402982282176,0.660309013337,2.68623009448,0.912182782444,0.780606103761,257.215589059,0.0790166471822,0.78642384106,472,213.860866911,0.855535595448,0.651536117433,9372.75860322,950,5,0,"Stain2",NA,"OV-2978",10000,NA,"Plate11"
5,6,0,1173,0.403655720525,0.660068966129,2.68273526301,0.913051942229,0.78392998813,251.152917975,0.080300498053,0.752770673487,440,232.939484487,0.862829359887,0.657466518984,8669.80510556,883,5,0,"Stain2",NA,"OV-2978",10000,NA,"Plate11"
6,4,0,1811,0.420907404061,0.655527639991,2.73031691607,0.922132874387,0.797000218098,306.414039542,0.173248853477,0.883489784649,888,139.310475656,0.828305283436,0.638927541812,6061.26485315,1600,5,0,"Stain2",NA,"OV-3133",30000,NA,"Plate11"
6,5,0,1778,0.418770398553,0.652997781516,2.70594918457,0.919710432582,0.792170792696,295.440614919,0.161810610986,0.863892013498,894,135.679555637,0.829774097599,0.639101544149,6075.65071697,1536,5,0,"Stain2",NA,"OV-3133",30000,NA,"Plate11"
6,6,0,1840,0.420249303234,0.655496561805,2.71365357828,0.919444077171,0.791996965734,278.6616233,0.143803889342,0.859782608696,890,138.578312798,0.81885901059,0.633197438106,5649.17251464,1582,5,0,"Stain2",NA,"OV-3133",30000,NA,"Plate11"
7,4,0,1343,0.436149075818,0.702772592149,2.78193485595,0.933042827225,0.803026081467,491.031798154,0.259754286414,0.982874162323,606,185.189707833,0.843038644794,0.597171828229,7450.22893575,1320,5,0,"Stain2",NA,"OV-4453",10000,NA,"Plate11"
7,5,0,1456,0.423218175037,0.692578130093,2.72950785875,0.927925358998,0.790597763517,481.475669705,0.25860526384,0.971840659341,597,182.668266329,0.831747823082,0.597992214943,7529.71379502,1415,5,0,"Stain2",NA,"OV-4453",10000,NA,"Plate11"
7,6,0,1379,0.428712027756,0.698255250814,2.76345672376,0.929920510124,0.79913760108,477.835262224,0.256347351759,0.978245105149,619,175.002937085,0.82859564052,0.5965302742,6936.21864508,1349,5,0,"Stain2",NA,"OV-4453",10000,NA,"Plate11"
8,4,0,137,0.410776916328,0.647865416287,2.78097019388,0.916860364987,0.803943008435,345.534064718,0.172099323518,0.948905109489,114,122.122361882,0.703003159721,0.548991514167,9516.27454061,130,5,0,"Stain2",NA,"OV-4485",20000,NA,"Plate11"
8,5,0,278,0.411246129828,0.658086546834,2.74783695723,0.919849612332,0.790900184479,330.257948387,0.15832833989,0.910071942446,212,100.840051421,0.728427299536,0.575722113963,9361.34212012,253,5,0,"Stain2",NA,"OV-4485",20000,NA,"Plate11"
8,6,0,188,0.410655072979,0.652118790373,2.73387830407,0.920956439808,0.794352485255,348.947599277,0.186233034623,0.941489361702,157,117.234290139,0.703329379936,0.539149199813,9813.24753511,177,5,0,"Stain2",NA,"OV-4485",20000,NA,"Plate11"
1,4,0,682,0.452904177556,0.703134735288,2.81653829547,0.937165556739,0.821467896021,373.532071716,0.245160918325,0.964809384164,409,142.296688157,0.830776601497,0.60622592462,6952.85418234,658,5,0,"Stain2",NA,"OV-2295",15000,NA,"Plate12"
1,5,0,908,0.451325480088,0.705130582955,2.78645280311,0.933525561879,0.811231010967,362.848106822,0.232960208253,0.959251101322,526,121.79317866,0.811213987164,0.601602987945,7136.84649131,871,5,0,"Stain2",NA,"OV-2295",15000,NA,"Plate12"
1,6,0,635,0.446737949619,0.698397407235,2.8028020394,0.936867666194,0.816990181272,420.080360366,0.27807384429,0.95905511811,352,153.461538748,0.815263738407,0.60393030971,7889.16442556,609,5,0,"Stain2",NA,"OV-2295",15000,NA,"Plate12"
2,4,0,530,0.347796724382,0.611949402834,2.56308935805,0.903415472319,0.746367552904,340.280294904,0.145685942808,0.832075471698,185,247.714117894,0.710579004573,0.52549818783,8565.20066439,441,5,0,"Stain2",NA,"OV-2295(2)",10000,NA,"Plate12"
2,5,0,739,0.356958177597,0.618600283303,2.6081247969,0.905498644211,0.753557473997,348.27061996,0.149399003346,0.830852503383,227,276.355892407,0.723013780036,0.547420150917,8844.59443266,614,5,0,"Stain2",NA,"OV-2295(2)",10000,NA,"Plate12"
2,6,0,644,0.36418468777,0.625437976307,2.61835831535,0.908282862243,0.75665705649,380.257210407,0.167163612411,0.846273291925,212,265.587260695,0.756199227,0.572381869753,9294.37552027,545,5,0,"Stain2",NA,"OV-2295(2)",10000,NA,"Plate12"
3,4,0,1454,0.434843487383,0.662003943774,2.7752829574,0.931249186861,0.813790139983,393.148779083,0.180923172616,0.936038514443,885,93.8964099338,0.869456979187,0.675757334327,7653.48872308,1361,5,0,"Stain2",NA,"OV-3331",30000,NA,"Plate12"
3,5,0,1491,0.439213871135,0.66360711652,2.79149463992,0.933484119078,0.818290692333,395.340239715,0.192833875995,0.915492957746,886,94.2572766362,0.874005802085,0.677369417663,7686.25389444,1365,5,0,"Stain2",NA,"OV-3331",30000,NA,"Plate12"
3,6,0,1516,0.4312917335,0.656975162369,2.75783892942,0.928690991051,0.80775262209,393.665131144,0.186457418941,0.922163588391,857,92.9730530825,0.870308102299,0.67522423412,7879.9373329,1398,5,0,"Stain2",NA,"OV-3331",30000,NA,"Plate12"
1,4,0,3118,0.397487464912,0.644290502863,2.74887744975,0.927111075463,0.79363048851,411.562112611,0.247639619988,0.993585631815,1779,119.712466103,0.727823694952,0.556078205898,4232.4223233,3098,5,0,"Stain2",NA,"A2780",15000,NA,"Plate13"
1,5,0,3581,0.398779935698,0.642626261714,2.75219940208,0.926537464332,0.793655980413,408.943099952,0.243111974836,0.997765987154,1840,122.149928835,0.697274053801,0.538541989809,4104.22289334,3573,5,0,"Stain2",NA,"A2780",15000,NA,"Plate13"
1,6,0,3522,0.391127101308,0.638808555387,2.74622226733,0.9260462286,0.790899687752,429.343481488,0.262688709498,0.996024985804,1897,128.808729052,0.727422873593,0.555044268828,3833.5292237,3508,5,0,"Stain2",NA,"A2780",15000,NA,"Plate13"
2,4,0,885,0.42783740215,0.675880647231,2.76426250387,0.936428951087,0.807021716702,257.254211354,0.0925156707871,0.899435028249,437,142.832671563,0.818744897626,0.605866087981,9594.40023973,796,5,0,"Stain2",NA,"OV-90",10000,NA,"Plate13"
2,5,0,924,0.419658335207,0.669547659553,2.77275908957,0.933626864084,0.808774165378,261.18578189,0.0928488378578,0.927489177489,423,141.526433041,0.821205756359,0.59589499334,10049.688282,857,5,0,"Stain2",NA,"OV-90",10000,NA,"Plate13"
2,6,0,908,0.427933583857,0.678114379163,2.79416065194,0.935465544963,0.812331783347,254.162503058,0.0924780476321,0.897577092511,461,137.116271192,0.836563832324,0.615114356747,8885.05683673,815,5,0,"Stain2",NA,"OV-90",10000,NA,"Plate13"
1,4,0,1047,0.40267202555,0.647229418528,2.69682709202,0.918885047364,0.780134884719,334.126248289,0.163658347837,0.813753581662,469,196.984823816,0.823305462059,0.637194385387,7967.09755644,852,5,0,"Stain2",NA,"OV-3133(2)",20000,NA,"Plate14"
1,5,0,991,0.426934709458,0.654646978254,2.74004774429,0.925739434668,0.802099793338,359.796068216,0.187495044673,0.871846619576,492,174.085552376,0.792346159182,0.623787443554,8080.39209173,864,5,0,"Stain2",NA,"OV-3133(2)",20000,NA,"Plate14"
1,6,0,1161,0.393046638508,0.646815016478,2.66324667776,0.911993409527,0.771868984913,314.610408833,0.138569573329,0.782084409991,508,194.836094886,0.840258212822,0.650976947518,8294.92688547,908,5,0,"Stain2",NA,"OV-3133(2)",20000,NA,"Plate14"
2,4,0,123,0.364731095422,0.605816391367,2.69971699145,0.907081142158,0.768039795912,539.75604415,0.356163790965,0.90243902439,119,240.189401596,0.754792623969,0.524276271761,5883.85289878,111,5,0,"Stain2",NA,"OV-866(2)",3000,NA,"Plate14"
2,5,0,127,0.434651447203,0.643273641695,2.87673989175,0.926161802682,0.820573650324,635.224814601,0.431543721901,0.976377952756,126,287.637066249,0.85865011696,0.586466167758,7885.17536595,124,5,0,"Stain2",NA,"OV-866(2)",3000,NA,"Plate14"
2,6,0,162,0.414583925729,0.636242374247,2.87000475803,0.920937648691,0.815409183957,636.974952453,0.444387683658,0.981481481481,177,265.601528331,0.829718057878,0.582028231691,6536.34681709,159,5,0,"Stain2",NA,"OV-866(2)",3000,NA,"Plate14"
3,4,0,562,0.420370654316,0.674628163535,2.69233799925,0.923840603878,0.778580243062,342.379094472,0.205388708652,0.891459074733,287,146.475308171,0.884130225808,0.643488995423,9920.78010908,501,5,0,"Stain2",NA,"OV-90(MesMasson)",5000,NA,"Plate14"
3,5,0,452,0.406034675196,0.662012741768,2.67915755328,0.923578337306,0.777645684507,319.820379909,0.174425513572,0.880530973451,208,140.091002709,0.886338510775,0.652049369245,11310.3465116,398,5,0,"Stain2",NA,"OV-90(MesMasson)",5000,NA,"Plate14"
3,6,0,592,0.42135057831,0.681913508812,2.67160590996,0.924084892375,0.773536263722,298.869973836,0.173646915577,0.880067567568,304,174.660195957,0.875444781113,0.651278851897,10861.0225298,521,5,0,"Stain2",NA,"OV-90(MesMasson)",5000,NA,"Plate14"
4,4,0,1001,0.425487956624,0.671786338518,2.76977316807,0.930639082261,0.8056782557,315.847204178,0.172737230821,0.873126873127,465,187.846218209,0.92493500295,0.678538054448,10292.5896929,874,5,0,"Stain2",NA,"TOV-1369M",10000,NA,"Plate14"
4,5,0,751,0.437142240564,0.687135417044,2.82491191824,0.933493363255,0.817586307705,334.191391032,0.202988276846,0.912117177097,433,187.452443245,0.932450456822,0.700899160215,8882.73316676,685,5,0,"Stain2",NA,"TOV-1369M",10000,NA,"Plate14"
4,6,0,671,0.418109721149,0.67231820244,2.80214619828,0.92875660885,0.810549824412,311.864550977,0.182611845508,0.913561847988,383,205.629766591,0.91946654109,0.668232733004,9290.91644585,613,5,0,"Stain2",NA,"TOV-1369M",10000,NA,"Plate14"
5,4,0,1177,0.426419503699,0.661059979861,2.77446386951,0.929903294997,0.80620423382,503.310088397,0.295732353789,0.911639762107,589,145.085649588,0.868670115651,0.651468063093,8451.79041823,1073,5,0,"Stain2",NA,"OV-4485",20000,NA,"Plate14"
5,5,0,1174,0.411250794848,0.651449245206,2.73616586779,0.925596767214,0.794608624516,417.498844918,0.230082065301,0.854344122658,542,151.802268802,0.860249239257,0.65532730948,7707.6459352,1003,5,0,"Stain2",NA,"OV-4485",20000,NA,"Plate14"
5,6,0,1221,0.403859964153,0.649078181942,2.71570960676,0.922565710014,0.785474108959,428.791754,0.235648447152,0.877968877969,547,137.458010943,0.857148724433,0.636124193212,9026.97966227,1072,5,0,"Stain2",NA,"OV-4485",20000,NA,"Plate14"
6,4,0,538,0.432361270854,0.688779748584,2.81648281924,0.933764537108,0.81913783867,266.265230174,0.121991758531,0.817843866171,223,241.001624945,0.851413199001,0.642737218284,12367.4936756,440,5,0,"Stain2",NA,"PEA2",5000,NA,"Plate15"
6,5,0,383,0.420919679166,0.696530709361,2.76574148193,0.925452157766,0.800526566399,263.915997557,0.104557594525,0.746736292428,158,223.821518021,0.716038226054,0.570426515085,9886.18567871,286,5,0,"Stain2",NA,"PEA2",5000,NA,"Plate15"
6,6,0,496,0.409500659049,0.677272405803,2.73350162617,0.925064858803,0.794140653447,279.432014172,0.132078529778,0.79435483871,206,252.575935518,0.809531311575,0.625923501674,12689.5208994,394,5,0,"Stain2",NA,"PEA2",5000,NA,"Plate15"
7,4,0,1184,0.39299478452,0.642544737202,2.71290587508,0.924699928288,0.778389258852,364.636357648,0.196333991611,0.85472972973,598,177.378800698,0.886472086393,0.67512025863,8135.68796464,1012,5,0,"Stain2",NA,"PEO23",15000,NA,"Plate15"
7,5,0,870,0.388953102192,0.642103322192,2.69978565156,0.923182946042,0.779260380016,352.009429753,0.189270244685,0.857471264368,446,184.577524538,0.898815716354,0.682363984158,8194.70746897,746,5,0,"Stain2",NA,"PEO23",15000,NA,"Plate15"
7,6,0,1196,0.388647424416,0.639313811051,2.71243665709,0.923877541985,0.776335204581,342.753111052,0.185130741962,0.851170568562,624,186.008909719,0.899997164883,0.69551893674,8309.81806503,1018,5,0,"Stain2",NA,"PEO23",15000,NA,"Plate15"
1,4,0,869,0.470243769294,0.672816945491,2.87025057023,0.945697461727,0.854846420881,704.834870804,0.391357922647,0.920598388953,613,155.421431751,0.893817572835,0.622974431877,7042.22389702,800,5,0,"Stain2",NA,"FT194",5000,NA,"Plate16"
1,5,0,900,0.479492297866,0.682904504165,2.88627325587,0.945034075263,0.85498061687,621.391918068,0.370463803027,0.923333333333,649,155.040917299,0.901006860999,0.62207067965,7776.60228578,831,5,0,"Stain2",NA,"FT194",5000,NA,"Plate16"
1,6,0,870,0.450137643707,0.662364528092,2.81320449834,0.938142290533,0.831332072023,647.992343067,0.365839322475,0.920689655172,574,158.432717619,0.911678507893,0.635699118515,8244.72730408,801,5,0,"Stain2",NA,"FT194",5000,NA,"Plate16"
2,4,0,436,0.393254375472,0.653746900902,2.72964560271,0.916683787907,0.782690370853,248.886533925,0.103746142633,0.644495412844,167,211.100646627,0.902534322455,0.617411623485,8571.30108837,281,5,0,"Stain2",NA,"FT246",5000,NA,"Plate16"
2,5,0,464,0.375655122078,0.630166126169,2.65580784568,0.905392995694,0.763539326343,244.85390279,0.106480104189,0.618534482759,178,218.694284381,0.901849016474,0.618512434785,9024.28859628,287,5,0,"Stain2",NA,"FT246",5000,NA,"Plate16"
2,6,0,626,0.386887687977,0.638236654887,2.65347707505,0.911540576366,0.767296459094,268.780275229,0.12864034006,0.627795527157,248,206.355396518,0.894656742951,0.622139248838,9449.28954388,393,5,0,"Stain2",NA,"FT246",5000,NA,"Plate16"
3,4,0,814,0.463312235468,0.666526401796,2.84187229173,0.935419823248,0.838953784452,323.560556602,0.174973665041,0.862407862408,487,121.136763166,0.71593009713,0.479518865303,6572.32256785,702,5,0,"Stain2",NA,"IOSE4",20000,NA,"Plate16"
3,5,0,312,0.420697131161,0.663785329331,2.73215733015,0.923216613816,0.796894483749,259.389918561,0.110699151192,0.641025641026,147,143.352364477,0.815050569379,0.534481115258,7650.52124205,200,5,0,"Stain2",NA,"IOSE4",20000,NA,"Plate16"
3,6,0,644,0.4244641422,0.672011579625,2.74751994251,0.921034737877,0.795798283659,255.899266174,0.109612093385,0.664596273292,280,150.713984891,0.81501691006,0.506321222661,8612.4404161,428,5,0,"Stain2",NA,"IOSE4",20000,NA,"Plate16"
1,4,0,354,0.438022450385,0.665253419346,2.79814750893,0.933042820464,0.822286310972,399.669809319,0.19172226501,0.926553672316,222,120.886879521,0.828438024613,0.609654666641,14309.5646944,328,5,0,"Stain2",NA,"OV-1946",5000,NA,"Plate17"
1,5,0,413,0.428107832497,0.653028230998,2.7452690021,0.932347362493,0.816404272313,402.554688687,0.190731011278,0.932203389831,225,140.254626533,0.850873980328,0.62630601595,14273.0441907,385,5,0,"Stain2",NA,"OV-1946",5000,NA,"Plate17"
1,6,0,286,0.434114082231,0.659814953115,2.74980828213,0.931541503012,0.813568228451,419.104343202,0.205566196914,0.944055944056,199,129.828086894,0.796871634557,0.59063597727,11056.8534112,270,5,0,"Stain2",NA,"OV-1946",5000,NA,"Plate17"
2,4,0,1157,0.438097229489,0.667808275302,2.75148173016,0.934408331583,0.800032830293,568.329078292,0.273338351257,0.993085566119,873,93.0725876304,0.799289156429,0.656865000424,12394.1167349,1149,5,0,"Stain2",NA,"ES-2",4000,NA,"Plate18"
2,5,0,1052,0.445910691122,0.676797969544,2.76850209204,0.936159422797,0.806515301795,556.045556299,0.256884143618,0.989543726236,788,92.5021960977,0.809835015179,0.657496512713,11558.5059195,1041,5,0,"Stain2",NA,"ES-2",4000,NA,"Plate18"
2,6,0,1009,0.445726762671,0.675771801492,2.77088189032,0.933691060367,0.805651377466,603.753219412,0.282633448454,0.986124876115,746,92.8636360133,0.814938070896,0.663625539535,12998.803797,995,5,0,"Stain2",NA,"ES-2",4000,NA,"Plate18"
3,4,0,172,0.39868510229,0.617616012521,2.74261736742,0.928563681079,0.79345050178,482.542530665,0.318704825184,0.912790697674,139,186.627986696,0.825590836334,0.623194637184,13212.6471532,157,5,0,"Stain2",NA,"OV56N",10000,NA,"Plate18"
3,5,0,139,0.368759560391,0.615838461408,2.64053065955,0.923326502541,0.765159422204,376.963258736,0.213460009705,0.834532374101,63,219.787169339,0.815046338914,0.628722923122,13094.9004408,116,5,0,"Stain2",NA,"OV56N",10000,NA,"Plate18"
3,6,0,139,0.378114157597,0.616080094562,2.67662913534,0.91441007419,0.773198450864,410.051049977,0.245132013345,0.841726618705,80,219.019836997,0.785608320893,0.5961181892,15559.9916389,117,5,0,"Stain2",NA,"OV56N",10000,NA,"Plate18"
1,4,0,920,0.42342236546,0.628949339846,2.77145140236,0.931476750826,0.825817110228,411.048543077,0.218323459462,0.919565217391,672,127.368958267,0.808360473756,0.593799956344,10770.6626112,846,5,0,"Stain2",NA,"TOV-1946",15000,NA,"Plate19"
1,5,0,900,0.425562759656,0.632908342121,2.76443765644,0.932750247314,0.824979978748,399.899482716,0.213093192726,0.905555555556,660,128.419751564,0.801440934805,0.582134249139,10483.543148,815,5,0,"Stain2",NA,"TOV-1946",15000,NA,"Plate19"
1,6,0,930,0.405277907009,0.618857794148,2.72512628157,0.928266263552,0.809813963797,430.460160934,0.229111131674,0.92688172043,650,131.305083744,0.809241684773,0.586373692045,10954.3441642,862,5,0,"Stain2",NA,"TOV-1946",15000,NA,"Plate19"
3,4,0,355,0.44460349267,0.696591751253,2.82986695631,0.940225243633,0.824891592188,519.00255336,0.380527853919,0.988732394366,203,214.182576158,0.886414307723,0.629126575716,8628.43602347,351,5,0,"Stain2",NA,"TOV-2835EP",15000,NA,"Plate19"
3,5,0,376,0.446927175117,0.696018799,2.87503856748,0.945188633784,0.834741876117,508.46345411,0.366722864977,1,239,191.209333791,0.908313209657,0.653799598741,9317.77178868,376,5,0,"Stain2",NA,"TOV-2835EP",15000,NA,"Plate19"
3,6,0,276,0.414275399127,0.677255372214,2.75981798652,0.936949387467,0.80198942418,443.287115807,0.310886305183,0.967391304348,155,210.311395775,0.896591396356,0.646972827449,10044.8936175,267,5,0,"Stain2",NA,"TOV-2835EP",15000,NA,"Plate19"
4,4,0,801,0.316379861701,0.523622088312,2.68559457731,0.926153271512,0.784365968725,353.15471592,0.188389852249,0.838951310861,433,202.932878953,0.93605748168,0.697332671219,10773.1027422,672,5,0,"Stain2",NA,"TOV-3041G",15000,NA,"Plate19"
4,5,0,743,0.316939204852,0.516975176224,2.71302246015,0.929515176439,0.793134694052,391.43771852,0.22101432009,0.846567967699,452,206.243905747,0.922984429201,0.673178054835,10207.4879643,629,5,0,"Stain2",NA,"TOV-3041G",15000,NA,"Plate19"
4,6,0,1280,0.279093155606,0.506994870947,2.5299538262,0.904649004229,0.738032588632,313.971011369,0.12859213852,0.74765625,467,202.036319015,0.932758407221,0.684794770898,11826.3461372,957,5,0,"Stain2",NA,"TOV-3041G",15000,NA,"Plate19"
5,4,0,396,0.45165435753,0.661004814773,2.84284852454,0.93692374816,0.832168569128,401.932990275,0.226482678146,0.957070707071,170,171.354354363,0.767390691987,0.560796465718,15985.8257225,379,5,0,"Stain2",NA,"TOV-3133G",15000,NA,"Plate19"
5,5,0,429,0.462300633742,0.669353978649,2.8463931853,0.942881120078,0.840019140052,426.876699564,0.243010161465,0.960372960373,175,194.223887831,0.792220519689,0.569896464607,15647.9482974,412,5,0,"Stain2",NA,"TOV-3133G",15000,NA,"Plate19"
5,6,0,282,0.433564635893,0.653337985726,2.78016939598,0.931215546685,0.817813111978,390.972808869,0.213830238554,0.91134751773,126,153.478121464,0.800001046893,0.577880512048,15733.3554281,257,5,0,"Stain2",NA,"TOV-3133G",15000,NA,"Plate19"
1,4,0,571,0.414740183237,0.65419505843,2.73245539308,0.932977949623,0.805006780992,351.664513619,0.200122937625,0.898423817863,268,164.705231111,0.860879357639,0.667579824396,11866.3146286,513,5,0,"Stain2",NA,"SNU-119",15000,NA,"Plate21"
1,5,0,468,0.408743082197,0.649739663415,2.69366238483,0.921311742202,0.790490168853,348.706709876,0.201906708619,0.846153846154,249,164.014710586,0.870506269226,0.67593364462,10105.7862972,396,5,0,"Stain2",NA,"SNU-119",15000,NA,"Plate21"
1,6,0,490,0.468605936184,0.699317023184,2.83696586192,0.942126351784,0.835809075569,375.464238966,0.242525927157,0.908163265306,296,165.799421062,0.89261428583,0.693220914046,10754.7767092,445,5,0,"Stain2",NA,"SNU-119",15000,NA,"Plate21"
2,4,0,287,0.492742636042,0.699454860044,2.94257183146,0.944374782732,0.866040068793,490.259419065,0.371642350137,0.965156794425,341,173.177708751,0.853053144869,0.645375687407,9565.71224783,277,5,0,"Stain2",NA,"JHOS-2",15000,NA,"Plate21"
2,5,0,261,0.515125939977,0.716371209941,2.97222426587,0.950681694514,0.876897307261,458.48264393,0.359795679346,0.984674329502,286,170.532849965,0.848255933768,0.656498181422,11708.9123616,257,5,0,"Stain2",NA,"JHOS-2",15000,NA,"Plate21"
2,6,0,274,0.532929477519,0.727726763815,2.98387826917,0.954628628858,0.882619199493,461.607334505,0.356106941038,0.956204379562,266,187.118112638,0.881478295136,0.664113223581,11812.1647795,262,5,0,"Stain2",NA,"JHOS-2",15000,NA,"Plate21"
3,4,0,2011,0.357522413075,0.607067492938,2.58737130753,0.907415031254,0.75948908614,262.452755454,0.0964550393586,0.703132769766,763,143.66766567,0.877579910931,0.641434562275,10023.3515285,1414,5,0,"Stain2",NA,"Kuramochi",15000,NA,"Plate21"
3,5,0,2016,0.38239298861,0.621202421873,2.65251344532,0.917620992131,0.780642338981,286.494171983,0.130057788389,0.774305555556,871,136.709238162,0.88351753101,0.6468088351,9847.87326019,1561,5,0,"Stain2",NA,"Kuramochi",15000,NA,"Plate21"
3,6,0,2074,0.381621212719,0.62328313915,2.63724955552,0.913578556746,0.774465653948,272.150634874,0.112761279204,0.742526518804,818,143.221057287,0.886159321249,0.647477235996,9576.66425193,1540,5,0,"Stain2",NA,"Kuramochi",15000,NA,"Plate21"
